zcta,variable,sex,age,total_pop,total_pop_moe,vintage
60025,B01001_011E,Male,25 to 29 years,892,190,2021 5 YR
60025,B01001_012E,Male,30 to 34 years,1097,290,2021 5 YR
60025,B01001_013E,Male,35 to 39 years,1151,290,2021 5 YR
60025,B01001_014E,Male,40 to 44 years,1434,263,2021 5 YR
60025,B01001_015E,Male,45 to 49 years,1268,261,2021 5 YR
60025,B01001_016E,Male,50 to 54 years,1445,270,2021 5 YR
60025,B01001_017E,Male,55 to 59 years,1309,224,2021 5 YR
60025,B01001_018E,Male,60 and 61 years,742,170,2021 5 YR
60025,B01001_019E,Male,62 to 64 years,828,181,2021 5 YR
60025,B01001_020E,Male,65 and 66 years,609,151,2021 5 YR
60025,B01001_021E,Male,67 to 69 years,872,253,2021 5 YR
60025,B01001_022E,Male,70 to 74 years,1153,240,2021 5 YR
60025,B01001_023E,Male,75 to 79 years,507,110,2021 5 YR
60025,B01001_024E,Male,80 to 84 years,341,88,2021 5 YR
60025,B01001_025E,Male,85 years and over,514,112,2021 5 YR
60025,B01001_027E,Female,Under 5 years,1180,373,2021 5 YR
60025,B01001_028E,Female,5 to 9 years,1678,503,2021 5 YR
60025,B01001_029E,Female,10 to 14 years,1531,350,2021 5 YR
60025,B01001_030E,Female,15 to 17 years,850,169,2021 5 YR
60025,B01001_031E,Female,18 and 19 years,377,116,2021 5 YR
60025,B01001_032E,Female,20 years,47,44,2021 5 YR
60025,B01001_033E,Female,21 years,118,57,2021 5 YR
60025,B01001_034E,Female,22 to 24 years,557,265,2021 5 YR
60025,B01001_035E,Female,25 to 29 years,583,176,2021 5 YR
60025,B01001_036E,Female,30 to 34 years,908,201,2021 5 YR
60025,B01001_037E,Female,35 to 39 years,1225,189,2021 5 YR
60025,B01001_038E,Female,40 to 44 years,1222,193,2021 5 YR
60025,B01001_039E,Female,45 to 49 years,1491,281,2021 5 YR
60025,B01001_040E,Female,50 to 54 years,1424,332,2021 5 YR
60025,B01001_041E,Female,55 to 59 years,1456,229,2021 5 YR
60025,B01001_042E,Female,60 and 61 years,973,397,2021 5 YR
60025,B01001_043E,Female,62 to 64 years,1055,221,2021 5 YR
60025,B01001_044E,Female,65 and 66 years,673,153,2021 5 YR
60025,B01001_045E,Female,67 to 69 years,867,202,2021 5 YR
60025,B01001_046E,Female,70 to 74 years,1292,227,2021 5 YR
60025,B01001_047E,Female,75 to 79 years,815,167,2021 5 YR
60025,B01001_048E,Female,80 to 84 years,502,110,2021 5 YR
60025,B01001_049E,Female,85 years and over,922,269,2021 5 YR
60026,B01001_003E,Male,Under 5 years,440,139,2021 5 YR
60026,B01001_004E,Male,5 to 9 years,730,210,2021 5 YR
60026,B01001_005E,Male,10 to 14 years,595,215,2021 5 YR
60026,B01001_006E,Male,15 to 17 years,393,129,2021 5 YR
60026,B01001_007E,Male,18 and 19 years,96,71,2021 5 YR
60026,B01001_008E,Male,20 years,65,89,2021 5 YR
60026,B01001_009E,Male,21 years,12,21,2021 5 YR
60026,B01001_010E,Male,22 to 24 years,37,29,2021 5 YR
60026,B01001_011E,Male,25 to 29 years,81,52,2021 5 YR
60026,B01001_012E,Male,30 to 34 years,202,73,2021 5 YR
60026,B01001_013E,Male,35 to 39 years,269,88,2021 5 YR
60026,B01001_014E,Male,40 to 44 years,539,191,2021 5 YR
60026,B01001_015E,Male,45 to 49 years,576,142,2021 5 YR
60026,B01001_016E,Male,50 to 54 years,493,181,2021 5 YR
60026,B01001_017E,Male,55 to 59 years,383,113,2021 5 YR
60026,B01001_018E,Male,60 and 61 years,317,129,2021 5 YR
60026,B01001_019E,Male,62 to 64 years,206,125,2021 5 YR
60026,B01001_020E,Male,65 and 66 years,230,104,2021 5 YR
60026,B01001_021E,Male,67 to 69 years,250,92,2021 5 YR
60026,B01001_022E,Male,70 to 74 years,233,81,2021 5 YR
60026,B01001_023E,Male,75 to 79 years,277,92,2021 5 YR
60026,B01001_024E,Male,80 to 84 years,162,74,2021 5 YR
60026,B01001_025E,Male,85 years and over,106,59,2021 5 YR
60026,B01001_027E,Female,Under 5 years,271,114,2021 5 YR
60026,B01001_028E,Female,5 to 9 years,351,133,2021 5 YR
60026,B01001_029E,Female,10 to 14 years,623,238,2021 5 YR
60026,B01001_030E,Female,15 to 17 years,467,198,2021 5 YR
60026,B01001_031E,Female,18 and 19 years,138,62,2021 5 YR
60026,B01001_032E,Female,20 years,49,39,2021 5 YR
60026,B01001_033E,Female,21 years,15,17,2021 5 YR
60026,B01001_034E,Female,22 to 24 years,111,81,2021 5 YR
60026,B01001_035E,Female,25 to 29 years,86,52,2021 5 YR
60026,B01001_036E,Female,30 to 34 years,248,101,2021 5 YR
60026,B01001_037E,Female,35 to 39 years,308,96,2021 5 YR
60026,B01001_038E,Female,40 to 44 years,729,189,2021 5 YR
60026,B01001_039E,Female,45 to 49 years,483,135,2021 5 YR
60026,B01001_040E,Female,50 to 54 years,669,229,2021 5 YR
60026,B01001_041E,Female,55 to 59 years,432,230,2021 5 YR
60026,B01001_042E,Female,60 and 61 years,169,104,2021 5 YR
60026,B01001_043E,Female,62 to 64 years,234,91,2021 5 YR
60026,B01001_044E,Female,65 and 66 years,260,108,2021 5 YR
60026,B01001_045E,Female,67 to 69 years,243,87,2021 5 YR
60026,B01001_046E,Female,70 to 74 years,405,101,2021 5 YR
60026,B01001_047E,Female,75 to 79 years,373,126,2021 5 YR
60026,B01001_048E,Female,80 to 84 years,247,118,2021 5 YR
60026,B01001_049E,Female,85 years and over,603,325,2021 5 YR
60029,B01001_003E,Male,Under 5 years,7,7,2021 5 YR
60029,B01001_004E,Male,5 to 9 years,12,8,2021 5 YR
60029,B01001_005E,Male,10 to 14 years,31,15,2021 5 YR
60029,B01001_006E,Male,15 to 17 years,25,16,2021 5 YR
60029,B01001_007E,Male,18 and 19 years,19,10,2021 5 YR
60029,B01001_008E,Male,20 years,0,12,2021 5 YR
60029,B01001_009E,Male,21 years,1,3,2021 5 YR
60029,B01001_010E,Male,22 to 24 years,3,6,2021 5 YR
60029,B01001_011E,Male,25 to 29 years,11,16,2021 5 YR
60029,B01001_012E,Male,30 to 34 years,11,10,2021 5 YR
60029,B01001_013E,Male,35 to 39 years,5,5,2021 5 YR
60029,B01001_014E,Male,40 to 44 years,11,7,2021 5 YR
60029,B01001_015E,Male,45 to 49 years,24,12,2021 5 YR
60029,B01001_016E,Male,50 to 54 years,20,11,2021 5 YR
60029,B01001_017E,Male,55 to 59 years,44,38,2021 5 YR
60029,B01001_018E,Male,60 and 61 years,7,7,2021 5 YR
60029,B01001_019E,Male,62 to 64 years,10,8,2021 5 YR
60029,B01001_020E,Male,65 and 66 years,9,7,2021 5 YR
60029,B01001_021E,Male,67 to 69 years,6,6,2021 5 YR
60029,B01001_022E,Male,70 to 74 years,14,8,2021 5 YR
60029,B01001_023E,Male,75 to 79 years,6,5,2021 5 YR
60029,B01001_024E,Male,80 to 84 years,1,2,2021 5 YR
60029,B01001_025E,Male,85 years and over,7,7,2021 5 YR
60029,B01001_027E,Female,Under 5 years,4,4,2021 5 YR
60029,B01001_028E,Female,5 to 9 years,15,12,2021 5 YR
60029,B01001_029E,Female,10 to 14 years,20,11,2021 5 YR
60029,B01001_030E,Female,15 to 17 years,16,8,2021 5 YR
60029,B01001_031E,Female,18 and 19 years,2,3,2021 5 YR
60029,B01001_032E,Female,20 years,2,3,2021 5 YR
60029,B01001_033E,Female,21 years,0,12,2021 5 YR
60029,B01001_034E,Female,22 to 24 years,6,6,2021 5 YR
60029,B01001_035E,Female,25 to 29 years,3,6,2021 5 YR
60029,B01001_036E,Female,30 to 34 years,4,4,2021 5 YR
60029,B01001_037E,Female,35 to 39 years,7,5,2021 5 YR
60029,B01001_038E,Female,40 to 44 years,14,9,2021 5 YR
60029,B01001_039E,Female,45 to 49 years,10,10,2021 5 YR
60029,B01001_040E,Female,50 to 54 years,24,11,2021 5 YR
60029,B01001_041E,Female,55 to 59 years,42,36,2021 5 YR
60029,B01001_042E,Female,60 and 61 years,1,2,2021 5 YR
60029,B01001_043E,Female,62 to 64 years,13,9,2021 5 YR
60029,B01001_044E,Female,65 and 66 years,4,4,2021 5 YR
60029,B01001_045E,Female,67 to 69 years,6,8,2021 5 YR
60029,B01001_046E,Female,70 to 74 years,11,8,2021 5 YR
60029,B01001_047E,Female,75 to 79 years,17,21,2021 5 YR
60029,B01001_048E,Female,80 to 84 years,3,4,2021 5 YR
60029,B01001_049E,Female,85 years and over,16,11,2021 5 YR
60043,B01001_003E,Male,Under 5 years,66,28,2021 5 YR
60043,B01001_004E,Male,5 to 9 years,123,42,2021 5 YR
60043,B01001_005E,Male,10 to 14 years,186,68,2021 5 YR
60043,B01001_006E,Male,15 to 17 years,77,39,2021 5 YR
60043,B01001_007E,Male,18 and 19 years,32,21,2021 5 YR
60043,B01001_008E,Male,20 years,9,10,2021 5 YR
60043,B01001_009E,Male,21 years,3,5,2021 5 YR
60043,B01001_010E,Male,22 to 24 years,24,20,2021 5 YR
60043,B01001_011E,Male,25 to 29 years,11,12,2021 5 YR
60043,B01001_012E,Male,30 to 34 years,16,18,2021 5 YR
60043,B01001_013E,Male,35 to 39 years,62,29,2021 5 YR
60043,B01001_014E,Male,40 to 44 years,72,34,2021 5 YR
60043,B01001_015E,Male,45 to 49 years,79,42,2021 5 YR
60043,B01001_016E,Male,50 to 54 years,79,31,2021 5 YR
60043,B01001_017E,Male,55 to 59 years,114,34,2021 5 YR
60043,B01001_018E,Male,60 and 61 years,45,20,2021 5 YR
60043,B01001_019E,Male,62 to 64 years,33,21,2021 5 YR
60043,B01001_020E,Male,65 and 66 years,28,20,2021 5 YR
60043,B01001_021E,Male,67 to 69 years,6,8,2021 5 YR
60043,B01001_022E,Male,70 to 74 years,55,27,2021 5 YR
60043,B01001_023E,Male,75 to 79 years,22,16,2021 5 YR
60043,B01001_024E,Male,80 to 84 years,23,16,2021 5 YR
60043,B01001_025E,Male,85 years and over,22,18,2021 5 YR
60043,B01001_027E,Female,Under 5 years,151,70,2021 5 YR
60043,B01001_028E,Female,5 to 9 years,126,40,2021 5 YR
60043,B01001_029E,Female,10 to 14 years,84,33,2021 5 YR
60043,B01001_030E,Female,15 to 17 years,34,21,2021 5 YR
60043,B01001_031E,Female,18 and 19 years,34,23,2021 5 YR
60043,B01001_032E,Female,20 years,26,21,2021 5 YR
60043,B01001_033E,Female,21 years,0,12,2021 5 YR
60043,B01001_034E,Female,22 to 24 years,35,23,2021 5 YR
60043,B01001_035E,Female,25 to 29 years,3,6,2021 5 YR
60043,B01001_036E,Female,30 to 34 years,38,28,2021 5 YR
60043,B01001_037E,Female,35 to 39 years,58,26,2021 5 YR
60043,B01001_038E,Female,40 to 44 years,95,34,2021 5 YR
60043,B01001_039E,Female,45 to 49 years,114,37,2021 5 YR
60043,B01001_040E,Female,50 to 54 years,74,30,2021 5 YR
60043,B01001_041E,Female,55 to 59 years,105,34,2021 5 YR
60043,B01001_042E,Female,60 and 61 years,25,16,2021 5 YR
60043,B01001_043E,Female,62 to 64 years,61,29,2021 5 YR
60043,B01001_044E,Female,65 and 66 years,26,17,2021 5 YR
60043,B01001_045E,Female,67 to 69 years,32,20,2021 5 YR
60043,B01001_046E,Female,70 to 74 years,59,21,2021 5 YR
60043,B01001_047E,Female,75 to 79 years,21,17,2021 5 YR
60043,B01001_048E,Female,80 to 84 years,20,16,2021 5 YR
60043,B01001_049E,Female,85 years and over,15,14,2021 5 YR
60053,B01001_003E,Male,Under 5 years,667,230,2021 5 YR
60053,B01001_004E,Male,5 to 9 years,707,170,2021 5 YR
60053,B01001_005E,Male,10 to 14 years,796,215,2021 5 YR
60053,B01001_006E,Male,15 to 17 years,511,173,2021 5 YR
60053,B01001_007E,Male,18 and 19 years,308,106,2021 5 YR
60053,B01001_008E,Male,20 years,60,41,2021 5 YR
60053,B01001_009E,Male,21 years,64,45,2021 5 YR
60053,B01001_010E,Male,22 to 24 years,211,81,2021 5 YR
60053,B01001_011E,Male,25 to 29 years,445,117,2021 5 YR
60053,B01001_012E,Male,30 to 34 years,738,253,2021 5 YR
60053,B01001_013E,Male,35 to 39 years,1178,395,2021 5 YR
60053,B01001_014E,Male,40 to 44 years,691,172,2021 5 YR
60053,B01001_015E,Male,45 to 49 years,967,240,2021 5 YR
60053,B01001_016E,Male,50 to 54 years,910,243,2021 5 YR
60053,B01001_017E,Male,55 to 59 years,772,183,2021 5 YR
60053,B01001_018E,Male,60 and 61 years,224,104,2021 5 YR
60053,B01001_019E,Male,62 to 64 years,456,126,2021 5 YR
60053,B01001_020E,Male,65 and 66 years,439,217,2021 5 YR
60053,B01001_021E,Male,67 to 69 years,395,107,2021 5 YR
60053,B01001_022E,Male,70 to 74 years,743,281,2021 5 YR
60053,B01001_023E,Male,75 to 79 years,408,123,2021 5 YR
60053,B01001_024E,Male,80 to 84 years,384,161,2021 5 YR
60053,B01001_025E,Male,85 years and over,311,187,2021 5 YR
60053,B01001_027E,Female,Under 5 years,489,170,2021 5 YR
60053,B01001_028E,Female,5 to 9 years,637,198,2021 5 YR
60053,B01001_029E,Female,10 to 14 years,694,166,2021 5 YR
60053,B01001_030E,Female,15 to 17 years,512,158,2021 5 YR
60053,B01001_031E,Female,18 and 19 years,251,117,2021 5 YR
60053,B01001_032E,Female,20 years,92,40,2021 5 YR
60053,B01001_033E,Female,21 years,99,85,2021 5 YR
60053,B01001_034E,Female,22 to 24 years,282,109,2021 5 YR
60053,B01001_035E,Female,25 to 29 years,449,147,2021 5 YR
60053,B01001_036E,Female,30 to 34 years,474,147,2021 5 YR
60053,B01001_037E,Female,35 to 39 years,898,267,2021 5 YR
60053,B01001_038E,Female,40 to 44 years,731,137,2021 5 YR
60053,B01001_039E,Female,45 to 49 years,1055,192,2021 5 YR
60053,B01001_040E,Female,50 to 54 years,894,218,2021 5 YR
60053,B01001_041E,Female,55 to 59 years,794,171,2021 5 YR
60053,B01001_042E,Female,60 and 61 years,452,202,2021 5 YR
60053,B01001_043E,Female,62 to 64 years,422,110,2021 5 YR
60053,B01001_044E,Female,65 and 66 years,607,158,2021 5 YR
60053,B01001_045E,Female,67 to 69 years,580,167,2021 5 YR
60053,B01001_046E,Female,70 to 74 years,798,238,2021 5 YR
60053,B01001_047E,Female,75 to 79 years,349,106,2021 5 YR
60053,B01001_048E,Female,80 to 84 years,518,197,2021 5 YR
60053,B01001_049E,Female,85 years and over,542,140,2021 5 YR
60056,B01001_003E,Male,Under 5 years,2100,449,2021 5 YR
60056,B01001_004E,Male,5 to 9 years,1676,384,2021 5 YR
60056,B01001_005E,Male,10 to 14 years,1820,395,2021 5 YR
60056,B01001_006E,Male,15 to 17 years,1061,292,2021 5 YR
60056,B01001_007E,Male,18 and 19 years,662,217,2021 5 YR
60056,B01001_008E,Male,20 years,139,60,2021 5 YR
60056,B01001_009E,Male,21 years,248,122,2021 5 YR
60056,B01001_010E,Male,22 to 24 years,732,258,2021 5 YR
60056,B01001_011E,Male,25 to 29 years,1922,398,2021 5 YR
60056,B01001_012E,Male,30 to 34 years,1917,392,2021 5 YR
60056,B01001_013E,Male,35 to 39 years,2034,398,2021 5 YR
60056,B01001_014E,Male,40 to 44 years,2113,324,2021 5 YR
60056,B01001_015E,Male,45 to 49 years,2186,336,2021 5 YR
60056,B01001_016E,Male,50 to 54 years,1926,311,2021 5 YR
60056,B01001_017E,Male,55 to 59 years,1598,268,2021 5 YR
60056,B01001_018E,Male,60 and 61 years,755,207,2021 5 YR
60056,B01001_019E,Male,62 to 64 years,677,171,2021 5 YR
60056,B01001_020E,Male,65 and 66 years,656,169,2021 5 YR
60056,B01001_021E,Male,67 to 69 years,710,142,2021 5 YR
60056,B01001_022E,Male,70 to 74 years,1291,419,2021 5 YR
60056,B01001_023E,Male,75 to 79 years,899,236,2021 5 YR
60056,B01001_024E,Male,80 to 84 years,499,148,2021 5 YR
60056,B01001_025E,Male,85 years and over,714,343,2021 5 YR
60056,B01001_027E,Female,Under 5 years,1801,420,2021 5 YR
60056,B01001_028E,Female,5 to 9 years,1425,318,2021 5 YR
60056,B01001_029E,Female,10 to 14 years,1946,320,2021 5 YR
60056,B01001_030E,Female,15 to 17 years,1163,342,2021 5 YR
60056,B01001_031E,Female,18 and 19 years,460,187,2021 5 YR
60056,B01001_032E,Female,20 years,170,103,2021 5 YR
60056,B01001_033E,Female,21 years,201,112,2021 5 YR
60056,B01001_034E,Female,22 to 24 years,472,144,2021 5 YR
60056,B01001_035E,Female,25 to 29 years,1714,368,2021 5 YR
60056,B01001_036E,Female,30 to 34 years,2009,306,2021 5 YR
60056,B01001_037E,Female,35 to 39 years,2183,416,2021 5 YR
60056,B01001_038E,Female,40 to 44 years,1665,295,2021 5 YR
60056,B01001_039E,Female,45 to 49 years,2132,372,2021 5 YR
60056,B01001_040E,Female,50 to 54 years,2053,359,2021 5 YR
60056,B01001_041E,Female,55 to 59 years,1838,302,2021 5 YR
60056,B01001_042E,Female,60 and 61 years,1042,237,2021 5 YR
60056,B01001_043E,Female,62 to 64 years,1013,310,2021 5 YR
60056,B01001_044E,Female,65 and 66 years,682,220,2021 5 YR
60056,B01001_045E,Female,67 to 69 years,910,206,2021 5 YR
60056,B01001_046E,Female,70 to 74 years,1113,245,2021 5 YR
60056,B01001_047E,Female,75 to 79 years,1110,256,2021 5 YR
60056,B01001_048E,Female,80 to 84 years,785,201,2021 5 YR
60056,B01001_049E,Female,85 years and over,690,235,2021 5 YR
60062,B01001_003E,Male,Under 5 years,976,219,2021 5 YR
60062,B01001_004E,Male,5 to 9 years,1186,260,2021 5 YR
60062,B01001_005E,Male,10 to 14 years,1011,235,2021 5 YR
60062,B01001_006E,Male,15 to 17 years,949,240,2021 5 YR
60062,B01001_007E,Male,18 and 19 years,418,156,2021 5 YR
60062,B01001_008E,Male,20 years,280,219,2021 5 YR
60062,B01001_009E,Male,21 years,127,82,2021 5 YR
60062,B01001_010E,Male,22 to 24 years,481,198,2021 5 YR
60062,B01001_011E,Male,25 to 29 years,606,205,2021 5 YR
60062,B01001_012E,Male,30 to 34 years,1015,457,2021 5 YR
60062,B01001_013E,Male,35 to 39 years,1036,205,2021 5 YR
60062,B01001_014E,Male,40 to 44 years,1032,222,2021 5 YR
60062,B01001_015E,Male,45 to 49 years,1428,253,2021 5 YR
60062,B01001_016E,Male,50 to 54 years,1562,322,2021 5 YR
60062,B01001_017E,Male,55 to 59 years,1683,377,2021 5 YR
60062,B01001_018E,Male,60 and 61 years,588,178,2021 5 YR
60062,B01001_019E,Male,62 to 64 years,998,243,2021 5 YR
60062,B01001_020E,Male,65 and 66 years,545,154,2021 5 YR
60062,B01001_021E,Male,67 to 69 years,695,172,2021 5 YR
60062,B01001_022E,Male,70 to 74 years,1115,222,2021 5 YR
60062,B01001_023E,Male,75 to 79 years,650,159,2021 5 YR
60062,B01001_024E,Male,80 to 84 years,859,210,2021 5 YR
60062,B01001_025E,Male,85 years and over,884,250,2021 5 YR
60062,B01001_027E,Female,Under 5 years,983,225,2021 5 YR
60062,B01001_028E,Female,5 to 9 years,1385,251,2021 5 YR
60062,B01001_029E,Female,10 to 14 years,1275,188,2021 5 YR
60062,B01001_030E,Female,15 to 17 years,724,196,2021 5 YR
60062,B01001_031E,Female,18 and 19 years,517,303,2021 5 YR
60062,B01001_032E,Female,20 years,99,80,2021 5 YR
60062,B01001_033E,Female,21 years,80,60,2021 5 YR
60062,B01001_034E,Female,22 to 24 years,494,176,2021 5 YR
60062,B01001_035E,Female,25 to 29 years,737,279,2021 5 YR
60062,B01001_036E,Female,30 to 34 years,615,157,2021 5 YR
60062,B01001_037E,Female,35 to 39 years,1100,226,2021 5 YR
60062,B01001_038E,Female,40 to 44 years,1343,240,2021 5 YR
60062,B01001_039E,Female,45 to 49 years,1501,240,2021 5 YR
60062,B01001_040E,Female,50 to 54 years,1822,317,2021 5 YR
60062,B01001_041E,Female,55 to 59 years,1845,413,2021 5 YR
60062,B01001_042E,Female,60 and 61 years,563,182,2021 5 YR
60062,B01001_043E,Female,62 to 64 years,969,159,2021 5 YR
60062,B01001_044E,Female,65 and 66 years,587,166,2021 5 YR
60062,B01001_045E,Female,67 to 69 years,701,154,2021 5 YR
60062,B01001_046E,Female,70 to 74 years,1236,245,2021 5 YR
60062,B01001_047E,Female,75 to 79 years,1129,239,2021 5 YR
60062,B01001_048E,Female,80 to 84 years,935,263,2021 5 YR
60062,B01001_049E,Female,85 years and over,1156,259,2021 5 YR
60067,B01001_003E,Male,Under 5 years,1160,310,2021 5 YR
60067,B01001_004E,Male,5 to 9 years,1011,332,2021 5 YR
60067,B01001_005E,Male,10 to 14 years,1108,267,2021 5 YR
60067,B01001_006E,Male,15 to 17 years,665,221,2021 5 YR
60067,B01001_007E,Male,18 and 19 years,283,122,2021 5 YR
60067,B01001_008E,Male,20 years,72,75,2021 5 YR
60067,B01001_009E,Male,21 years,93,61,2021 5 YR
60067,B01001_010E,Male,22 to 24 years,427,136,2021 5 YR
60067,B01001_011E,Male,25 to 29 years,1258,381,2021 5 YR
60067,B01001_012E,Male,30 to 34 years,1250,327,2021 5 YR
60067,B01001_013E,Male,35 to 39 years,1231,252,2021 5 YR
60067,B01001_014E,Male,40 to 44 years,1015,227,2021 5 YR
60067,B01001_015E,Male,45 to 49 years,1555,321,2021 5 YR
60067,B01001_016E,Male,50 to 54 years,1432,266,2021 5 YR
60067,B01001_017E,Male,55 to 59 years,1288,224,2021 5 YR
60067,B01001_018E,Male,60 and 61 years,718,238,2021 5 YR
60067,B01001_019E,Male,62 to 64 years,887,263,2021 5 YR
60067,B01001_020E,Male,65 and 66 years,525,186,2021 5 YR
60067,B01001_021E,Male,67 to 69 years,747,215,2021 5 YR
60067,B01001_022E,Male,70 to 74 years,586,183,2021 5 YR
60067,B01001_023E,Male,75 to 79 years,598,165,2021 5 YR
60067,B01001_024E,Male,80 to 84 years,346,128,2021 5 YR
60067,B01001_025E,Male,85 years and over,320,126,2021 5 YR
60067,B01001_027E,Female,Under 5 years,1458,302,2021 5 YR
60067,B01001_028E,Female,5 to 9 years,1469,272,2021 5 YR
60067,B01001_029E,Female,10 to 14 years,1471,304,2021 5 YR
60067,B01001_030E,Female,15 to 17 years,847,218,2021 5 YR
60067,B01001_031E,Female,18 and 19 years,244,104,2021 5 YR
60067,B01001_032E,Female,20 years,142,82,2021 5 YR
60067,B01001_033E,Female,21 years,79,51,2021 5 YR
60067,B01001_034E,Female,22 to 24 years,330,157,2021 5 YR
60067,B01001_035E,Female,25 to 29 years,1400,419,2021 5 YR
60067,B01001_036E,Female,30 to 34 years,1167,228,2021 5 YR
60067,B01001_037E,Female,35 to 39 years,1225,250,2021 5 YR
60067,B01001_038E,Female,40 to 44 years,1342,268,2021 5 YR
60067,B01001_039E,Female,45 to 49 years,1237,252,2021 5 YR
60067,B01001_040E,Female,50 to 54 years,1626,283,2021 5 YR
60067,B01001_041E,Female,55 to 59 years,1318,225,2021 5 YR
60067,B01001_042E,Female,60 and 61 years,861,279,2021 5 YR
60067,B01001_043E,Female,62 to 64 years,937,233,2021 5 YR
60067,B01001_044E,Female,65 and 66 years,675,223,2021 5 YR
60067,B01001_045E,Female,67 to 69 years,468,147,2021 5 YR
60067,B01001_046E,Female,70 to 74 years,792,216,2021 5 YR
60067,B01001_047E,Female,75 to 79 years,718,253,2021 5 YR
60067,B01001_048E,Female,80 to 84 years,286,90,2021 5 YR
60067,B01001_049E,Female,85 years and over,339,128,2021 5 YR
60068,B01001_003E,Male,Under 5 years,1072,195,2021 5 YR
60068,B01001_004E,Male,5 to 9 years,1667,350,2021 5 YR
60068,B01001_005E,Male,10 to 14 years,1474,217,2021 5 YR
60068,B01001_006E,Male,15 to 17 years,602,129,2021 5 YR
60068,B01001_007E,Male,18 and 19 years,551,221,2021 5 YR
60068,B01001_008E,Male,20 years,151,73,2021 5 YR
60068,B01001_009E,Male,21 years,126,69,2021 5 YR
60068,B01001_010E,Male,22 to 24 years,554,140,2021 5 YR
60068,B01001_011E,Male,25 to 29 years,651,164,2021 5 YR
60068,B01001_012E,Male,30 to 34 years,769,233,2021 5 YR
60068,B01001_013E,Male,35 to 39 years,1251,202,2021 5 YR
60068,B01001_014E,Male,40 to 44 years,1464,268,2021 5 YR
60068,B01001_015E,Male,45 to 49 years,1207,237,2021 5 YR
60068,B01001_016E,Male,50 to 54 years,1262,240,2021 5 YR
60068,B01001_017E,Male,55 to 59 years,1352,228,2021 5 YR
60068,B01001_018E,Male,60 and 61 years,828,230,2021 5 YR
