zcta,variable,sex,age,total_pop,total_pop_moe,vintage
60647,B01001_010E,Male,22 to 24 years,1934,300,2021 5 YR
60647,B01001_011E,Male,25 to 29 years,6971,624,2021 5 YR
60647,B01001_012E,Male,30 to 34 years,6564,562,2021 5 YR
60647,B01001_013E,Male,35 to 39 years,4918,447,2021 5 YR
60647,B01001_014E,Male,40 to 44 years,3010,300,2021 5 YR
60647,B01001_015E,Male,45 to 49 years,2572,332,2021 5 YR
60647,B01001_016E,Male,50 to 54 years,2030,286,2021 5 YR
60647,B01001_017E,Male,55 to 59 years,1805,282,2021 5 YR
60647,B01001_018E,Male,60 and 61 years,761,203,2021 5 YR
60647,B01001_019E,Male,62 to 64 years,737,180,2021 5 YR
60647,B01001_020E,Male,65 and 66 years,548,168,2021 5 YR
60647,B01001_021E,Male,67 to 69 years,534,132,2021 5 YR
60647,B01001_022E,Male,70 to 74 years,682,154,2021 5 YR
60647,B01001_023E,Male,75 to 79 years,521,159,2021 5 YR
60647,B01001_024E,Male,80 to 84 years,209,78,2021 5 YR
60647,B01001_025E,Male,85 years and over,298,201,2021 5 YR
60647,B01001_027E,Female,Under 5 years,2757,415,2021 5 YR
60647,B01001_028E,Female,5 to 9 years,1835,327,2021 5 YR
60647,B01001_029E,Female,10 to 14 years,1697,281,2021 5 YR
60647,B01001_030E,Female,15 to 17 years,952,226,2021 5 YR
60647,B01001_031E,Female,18 and 19 years,510,152,2021 5 YR
60647,B01001_032E,Female,20 years,302,124,2021 5 YR
60647,B01001_033E,Female,21 years,459,144,2021 5 YR
60647,B01001_034E,Female,22 to 24 years,2476,430,2021 5 YR
60647,B01001_035E,Female,25 to 29 years,6877,578,2021 5 YR
60647,B01001_036E,Female,30 to 34 years,6559,493,2021 5 YR
60647,B01001_037E,Female,35 to 39 years,4453,505,2021 5 YR
60647,B01001_038E,Female,40 to 44 years,2534,281,2021 5 YR
60647,B01001_039E,Female,45 to 49 years,2440,284,2021 5 YR
60647,B01001_040E,Female,50 to 54 years,1967,258,2021 5 YR
60647,B01001_041E,Female,55 to 59 years,1888,263,2021 5 YR
60647,B01001_042E,Female,60 and 61 years,491,110,2021 5 YR
60647,B01001_043E,Female,62 to 64 years,1080,234,2021 5 YR
60647,B01001_044E,Female,65 and 66 years,542,137,2021 5 YR
60647,B01001_045E,Female,67 to 69 years,711,208,2021 5 YR
60647,B01001_046E,Female,70 to 74 years,854,165,2021 5 YR
60647,B01001_047E,Female,75 to 79 years,465,122,2021 5 YR
60647,B01001_048E,Female,80 to 84 years,377,118,2021 5 YR
60647,B01001_049E,Female,85 years and over,578,324,2021 5 YR
60649,B01001_003E,Male,Under 5 years,1445,486,2021 5 YR
60649,B01001_004E,Male,5 to 9 years,1652,426,2021 5 YR
60649,B01001_005E,Male,10 to 14 years,1493,363,2021 5 YR
60649,B01001_006E,Male,15 to 17 years,759,264,2021 5 YR
60649,B01001_007E,Male,18 and 19 years,283,136,2021 5 YR
60649,B01001_008E,Male,20 years,184,97,2021 5 YR
60649,B01001_009E,Male,21 years,161,137,2021 5 YR
60649,B01001_010E,Male,22 to 24 years,754,253,2021 5 YR
60649,B01001_011E,Male,25 to 29 years,2256,699,2021 5 YR
60649,B01001_012E,Male,30 to 34 years,2216,621,2021 5 YR
60649,B01001_013E,Male,35 to 39 years,1873,392,2021 5 YR
60649,B01001_014E,Male,40 to 44 years,1225,351,2021 5 YR
60649,B01001_015E,Male,45 to 49 years,1149,304,2021 5 YR
60649,B01001_016E,Male,50 to 54 years,1377,330,2021 5 YR
60649,B01001_017E,Male,55 to 59 years,1284,292,2021 5 YR
60649,B01001_018E,Male,60 and 61 years,681,179,2021 5 YR
60649,B01001_019E,Male,62 to 64 years,940,275,2021 5 YR
60649,B01001_020E,Male,65 and 66 years,775,453,2021 5 YR
60649,B01001_021E,Male,67 to 69 years,546,201,2021 5 YR
60649,B01001_022E,Male,70 to 74 years,642,197,2021 5 YR
60649,B01001_023E,Male,75 to 79 years,349,122,2021 5 YR
60649,B01001_024E,Male,80 to 84 years,211,88,2021 5 YR
60649,B01001_025E,Male,85 years and over,202,129,2021 5 YR
60649,B01001_027E,Female,Under 5 years,1930,473,2021 5 YR
60649,B01001_028E,Female,5 to 9 years,1256,325,2021 5 YR
60649,B01001_029E,Female,10 to 14 years,1346,371,2021 5 YR
60649,B01001_030E,Female,15 to 17 years,651,291,2021 5 YR
60649,B01001_031E,Female,18 and 19 years,427,178,2021 5 YR
60649,B01001_032E,Female,20 years,399,221,2021 5 YR
60649,B01001_033E,Female,21 years,209,121,2021 5 YR
60649,B01001_034E,Female,22 to 24 years,854,306,2021 5 YR
60649,B01001_035E,Female,25 to 29 years,2332,559,2021 5 YR
60649,B01001_036E,Female,30 to 34 years,2178,427,2021 5 YR
60649,B01001_037E,Female,35 to 39 years,1726,405,2021 5 YR
60649,B01001_038E,Female,40 to 44 years,1814,482,2021 5 YR
60649,B01001_039E,Female,45 to 49 years,1354,280,2021 5 YR
60649,B01001_040E,Female,50 to 54 years,1541,342,2021 5 YR
60649,B01001_041E,Female,55 to 59 years,1553,316,2021 5 YR
60649,B01001_042E,Female,60 and 61 years,1124,330,2021 5 YR
60649,B01001_043E,Female,62 to 64 years,1187,278,2021 5 YR
60649,B01001_044E,Female,65 and 66 years,651,250,2021 5 YR
60649,B01001_045E,Female,67 to 69 years,788,195,2021 5 YR
60649,B01001_046E,Female,70 to 74 years,1302,320,2021 5 YR
60649,B01001_047E,Female,75 to 79 years,698,179,2021 5 YR
60649,B01001_048E,Female,80 to 84 years,549,148,2021 5 YR
60649,B01001_049E,Female,85 years and over,647,249,2021 5 YR
60651,B01001_003E,Male,Under 5 years,1721,485,2021 5 YR
60651,B01001_004E,Male,5 to 9 years,2225,444,2021 5 YR
60651,B01001_005E,Male,10 to 14 years,2401,515,2021 5 YR
60651,B01001_006E,Male,15 to 17 years,1740,595,2021 5 YR
60651,B01001_007E,Male,18 and 19 years,710,218,2021 5 YR
60651,B01001_008E,Male,20 years,267,135,2021 5 YR
60651,B01001_009E,Male,21 years,922,415,2021 5 YR
60651,B01001_010E,Male,22 to 24 years,1258,304,2021 5 YR
60651,B01001_011E,Male,25 to 29 years,2385,536,2021 5 YR
60651,B01001_012E,Male,30 to 34 years,1983,397,2021 5 YR
60651,B01001_013E,Male,35 to 39 years,2351,465,2021 5 YR
60651,B01001_014E,Male,40 to 44 years,2104,520,2021 5 YR
60651,B01001_015E,Male,45 to 49 years,1814,450,2021 5 YR
60651,B01001_016E,Male,50 to 54 years,1581,481,2021 5 YR
60651,B01001_017E,Male,55 to 59 years,1734,385,2021 5 YR
60651,B01001_018E,Male,60 and 61 years,692,229,2021 5 YR
60651,B01001_019E,Male,62 to 64 years,989,278,2021 5 YR
60651,B01001_020E,Male,65 and 66 years,476,181,2021 5 YR
60651,B01001_021E,Male,67 to 69 years,857,258,2021 5 YR
60651,B01001_022E,Male,70 to 74 years,874,217,2021 5 YR
60651,B01001_023E,Male,75 to 79 years,478,187,2021 5 YR
60651,B01001_024E,Male,80 to 84 years,274,158,2021 5 YR
60651,B01001_025E,Male,85 years and over,505,334,2021 5 YR
60651,B01001_027E,Female,Under 5 years,2105,490,2021 5 YR
60651,B01001_028E,Female,5 to 9 years,1925,409,2021 5 YR
60651,B01001_029E,Female,10 to 14 years,2789,712,2021 5 YR
60651,B01001_030E,Female,15 to 17 years,1401,328,2021 5 YR
60651,B01001_031E,Female,18 and 19 years,953,393,2021 5 YR
60651,B01001_032E,Female,20 years,553,210,2021 5 YR
60651,B01001_033E,Female,21 years,440,196,2021 5 YR
60651,B01001_034E,Female,22 to 24 years,1357,326,2021 5 YR
60651,B01001_035E,Female,25 to 29 years,2813,738,2021 5 YR
60651,B01001_036E,Female,30 to 34 years,2636,581,2021 5 YR
60651,B01001_037E,Female,35 to 39 years,2411,416,2021 5 YR
60651,B01001_038E,Female,40 to 44 years,2278,482,2021 5 YR
60651,B01001_039E,Female,45 to 49 years,2227,389,2021 5 YR
60651,B01001_040E,Female,50 to 54 years,1554,253,2021 5 YR
60651,B01001_041E,Female,55 to 59 years,2267,499,2021 5 YR
60651,B01001_042E,Female,60 and 61 years,863,214,2021 5 YR
60651,B01001_043E,Female,62 to 64 years,1066,252,2021 5 YR
60651,B01001_044E,Female,65 and 66 years,710,237,2021 5 YR
60651,B01001_045E,Female,67 to 69 years,899,184,2021 5 YR
60651,B01001_046E,Female,70 to 74 years,1424,309,2021 5 YR
60651,B01001_047E,Female,75 to 79 years,603,189,2021 5 YR
60651,B01001_048E,Female,80 to 84 years,443,196,2021 5 YR
60651,B01001_049E,Female,85 years and over,580,251,2021 5 YR
60652,B01001_003E,Male,Under 5 years,1092,298,2021 5 YR
60652,B01001_004E,Male,5 to 9 years,1460,270,2021 5 YR
60652,B01001_005E,Male,10 to 14 years,2053,440,2021 5 YR
60652,B01001_006E,Male,15 to 17 years,1223,303,2021 5 YR
60652,B01001_007E,Male,18 and 19 years,564,177,2021 5 YR
60652,B01001_008E,Male,20 years,115,86,2021 5 YR
60652,B01001_009E,Male,21 years,309,148,2021 5 YR
60652,B01001_010E,Male,22 to 24 years,1004,274,2021 5 YR
60652,B01001_011E,Male,25 to 29 years,1212,346,2021 5 YR
60652,B01001_012E,Male,30 to 34 years,1322,319,2021 5 YR
60652,B01001_013E,Male,35 to 39 years,1365,333,2021 5 YR
60652,B01001_014E,Male,40 to 44 years,1952,408,2021 5 YR
60652,B01001_015E,Male,45 to 49 years,1351,316,2021 5 YR
60652,B01001_016E,Male,50 to 54 years,1451,365,2021 5 YR
60652,B01001_017E,Male,55 to 59 years,1243,355,2021 5 YR
60652,B01001_018E,Male,60 and 61 years,562,230,2021 5 YR
60652,B01001_019E,Male,62 to 64 years,667,212,2021 5 YR
60652,B01001_020E,Male,65 and 66 years,528,168,2021 5 YR
60652,B01001_021E,Male,67 to 69 years,639,209,2021 5 YR
60652,B01001_022E,Male,70 to 74 years,576,238,2021 5 YR
60652,B01001_023E,Male,75 to 79 years,317,128,2021 5 YR
60652,B01001_024E,Male,80 to 84 years,99,48,2021 5 YR
60652,B01001_025E,Male,85 years and over,169,80,2021 5 YR
60652,B01001_027E,Female,Under 5 years,1190,339,2021 5 YR
60652,B01001_028E,Female,5 to 9 years,1456,287,2021 5 YR
60652,B01001_029E,Female,10 to 14 years,1752,360,2021 5 YR
60652,B01001_030E,Female,15 to 17 years,833,235,2021 5 YR
60652,B01001_031E,Female,18 and 19 years,715,218,2021 5 YR
60652,B01001_032E,Female,20 years,366,205,2021 5 YR
60652,B01001_033E,Female,21 years,258,139,2021 5 YR
60652,B01001_034E,Female,22 to 24 years,1112,322,2021 5 YR
60652,B01001_035E,Female,25 to 29 years,1296,304,2021 5 YR
60652,B01001_036E,Female,30 to 34 years,1543,339,2021 5 YR
60652,B01001_037E,Female,35 to 39 years,1364,235,2021 5 YR
60652,B01001_038E,Female,40 to 44 years,1489,323,2021 5 YR
60652,B01001_039E,Female,45 to 49 years,1872,370,2021 5 YR
60652,B01001_040E,Female,50 to 54 years,1252,231,2021 5 YR
60652,B01001_041E,Female,55 to 59 years,1557,292,2021 5 YR
60652,B01001_042E,Female,60 and 61 years,511,145,2021 5 YR
60652,B01001_043E,Female,62 to 64 years,709,173,2021 5 YR
60652,B01001_044E,Female,65 and 66 years,499,202,2021 5 YR
60652,B01001_045E,Female,67 to 69 years,444,150,2021 5 YR
60652,B01001_046E,Female,70 to 74 years,643,159,2021 5 YR
60652,B01001_047E,Female,75 to 79 years,512,214,2021 5 YR
60652,B01001_048E,Female,80 to 84 years,407,143,2021 5 YR
60652,B01001_049E,Female,85 years and over,432,128,2021 5 YR
60653,B01001_003E,Male,Under 5 years,1065,295,2021 5 YR
60653,B01001_004E,Male,5 to 9 years,863,230,2021 5 YR
60653,B01001_005E,Male,10 to 14 years,1309,319,2021 5 YR
60653,B01001_006E,Male,15 to 17 years,820,231,2021 5 YR
60653,B01001_007E,Male,18 and 19 years,226,96,2021 5 YR
60653,B01001_008E,Male,20 years,95,66,2021 5 YR
60653,B01001_009E,Male,21 years,148,109,2021 5 YR
60653,B01001_010E,Male,22 to 24 years,478,152,2021 5 YR
60653,B01001_011E,Male,25 to 29 years,1195,367,2021 5 YR
60653,B01001_012E,Male,30 to 34 years,1080,276,2021 5 YR
60653,B01001_013E,Male,35 to 39 years,705,181,2021 5 YR
60653,B01001_014E,Male,40 to 44 years,831,174,2021 5 YR
60653,B01001_015E,Male,45 to 49 years,981,205,2021 5 YR
60653,B01001_016E,Male,50 to 54 years,792,198,2021 5 YR
60653,B01001_017E,Male,55 to 59 years,998,245,2021 5 YR
60653,B01001_018E,Male,60 and 61 years,173,66,2021 5 YR
60653,B01001_019E,Male,62 to 64 years,820,198,2021 5 YR
60653,B01001_020E,Male,65 and 66 years,286,141,2021 5 YR
60653,B01001_021E,Male,67 to 69 years,270,128,2021 5 YR
60653,B01001_022E,Male,70 to 74 years,536,189,2021 5 YR
60653,B01001_023E,Male,75 to 79 years,313,123,2021 5 YR
60653,B01001_024E,Male,80 to 84 years,289,167,2021 5 YR
60653,B01001_025E,Male,85 years and over,98,73,2021 5 YR
60653,B01001_027E,Female,Under 5 years,1661,400,2021 5 YR
60653,B01001_028E,Female,5 to 9 years,1220,286,2021 5 YR
60653,B01001_029E,Female,10 to 14 years,1047,241,2021 5 YR
60653,B01001_030E,Female,15 to 17 years,667,214,2021 5 YR
60653,B01001_031E,Female,18 and 19 years,379,161,2021 5 YR
60653,B01001_032E,Female,20 years,292,149,2021 5 YR
60653,B01001_033E,Female,21 years,323,284,2021 5 YR
60653,B01001_034E,Female,22 to 24 years,531,182,2021 5 YR
60653,B01001_035E,Female,25 to 29 years,1627,327,2021 5 YR
60653,B01001_036E,Female,30 to 34 years,1502,383,2021 5 YR
60653,B01001_037E,Female,35 to 39 years,1444,309,2021 5 YR
60653,B01001_038E,Female,40 to 44 years,974,215,2021 5 YR
60653,B01001_039E,Female,45 to 49 years,1310,259,2021 5 YR
60653,B01001_040E,Female,50 to 54 years,1256,295,2021 5 YR
60653,B01001_041E,Female,55 to 59 years,1370,254,2021 5 YR
60653,B01001_042E,Female,60 and 61 years,565,156,2021 5 YR
60653,B01001_043E,Female,62 to 64 years,611,161,2021 5 YR
60653,B01001_044E,Female,65 and 66 years,508,153,2021 5 YR
60653,B01001_045E,Female,67 to 69 years,726,168,2021 5 YR
60653,B01001_046E,Female,70 to 74 years,654,184,2021 5 YR
60653,B01001_047E,Female,75 to 79 years,552,128,2021 5 YR
60653,B01001_048E,Female,80 to 84 years,279,102,2021 5 YR
60653,B01001_049E,Female,85 years and over,650,310,2021 5 YR
60654,B01001_003E,Male,Under 5 years,211,108,2021 5 YR
60654,B01001_004E,Male,5 to 9 years,229,95,2021 5 YR
60654,B01001_005E,Male,10 to 14 years,89,83,2021 5 YR
60654,B01001_006E,Male,15 to 17 years,0,22,2021 5 YR
60654,B01001_007E,Male,18 and 19 years,0,22,2021 5 YR
60654,B01001_008E,Male,20 years,0,22,2021 5 YR
60654,B01001_009E,Male,21 years,226,318,2021 5 YR
60654,B01001_010E,Male,22 to 24 years,852,388,2021 5 YR
60654,B01001_011E,Male,25 to 29 years,2215,391,2021 5 YR
60654,B01001_012E,Male,30 to 34 years,2192,492,2021 5 YR
60654,B01001_013E,Male,35 to 39 years,1209,316,2021 5 YR
60654,B01001_014E,Male,40 to 44 years,663,337,2021 5 YR
60654,B01001_015E,Male,45 to 49 years,480,166,2021 5 YR
60654,B01001_016E,Male,50 to 54 years,1028,437,2021 5 YR
60654,B01001_017E,Male,55 to 59 years,422,199,2021 5 YR
60654,B01001_018E,Male,60 and 61 years,280,121,2021 5 YR
60654,B01001_019E,Male,62 to 64 years,180,113,2021 5 YR
60654,B01001_020E,Male,65 and 66 years,165,140,2021 5 YR
60654,B01001_021E,Male,67 to 69 years,194,97,2021 5 YR
60654,B01001_022E,Male,70 to 74 years,217,83,2021 5 YR
60654,B01001_023E,Male,75 to 79 years,44,47,2021 5 YR
60654,B01001_024E,Male,80 to 84 years,180,152,2021 5 YR
60654,B01001_025E,Male,85 years and over,0,22,2021 5 YR
60654,B01001_027E,Female,Under 5 years,273,113,2021 5 YR
60654,B01001_028E,Female,5 to 9 years,91,68,2021 5 YR
60654,B01001_029E,Female,10 to 14 years,11,13,2021 5 YR
60654,B01001_030E,Female,15 to 17 years,22,33,2021 5 YR
60654,B01001_031E,Female,18 and 19 years,261,241,2021 5 YR
60654,B01001_032E,Female,20 years,145,192,2021 5 YR
60654,B01001_033E,Female,21 years,63,52,2021 5 YR
60654,B01001_034E,Female,22 to 24 years,713,335,2021 5 YR
60654,B01001_035E,Female,25 to 29 years,2606,470,2021 5 YR
60654,B01001_036E,Female,30 to 34 years,2241,443,2021 5 YR
60654,B01001_037E,Female,35 to 39 years,1249,345,2021 5 YR
60654,B01001_038E,Female,40 to 44 years,401,231,2021 5 YR
60654,B01001_039E,Female,45 to 49 years,508,196,2021 5 YR
60654,B01001_040E,Female,50 to 54 years,429,190,2021 5 YR
60654,B01001_041E,Female,55 to 59 years,533,242,2021 5 YR
60654,B01001_042E,Female,60 and 61 years,60,42,2021 5 YR
60654,B01001_043E,Female,62 to 64 years,305,159,2021 5 YR
60654,B01001_044E,Female,65 and 66 years,183,93,2021 5 YR
60654,B01001_045E,Female,67 to 69 years,267,126,2021 5 YR
60654,B01001_046E,Female,70 to 74 years,283,168,2021 5 YR
60654,B01001_047E,Female,75 to 79 years,71,63,2021 5 YR
60654,B01001_048E,Female,80 to 84 years,18,31,2021 5 YR
60654,B01001_049E,Female,85 years and over,50,47,2021 5 YR
60655,B01001_003E,Male,Under 5 years,778,165,2021 5 YR
60655,B01001_004E,Male,5 to 9 years,986,219,2021 5 YR
60655,B01001_005E,Male,10 to 14 years,1159,233,2021 5 YR
60655,B01001_006E,Male,15 to 17 years,577,157,2021 5 YR
60655,B01001_007E,Male,18 and 19 years,458,131,2021 5 YR
60655,B01001_008E,Male,20 years,136,102,2021 5 YR
60655,B01001_009E,Male,21 years,251,208,2021 5 YR
60655,B01001_010E,Male,22 to 24 years,526,141,2021 5 YR
60655,B01001_011E,Male,25 to 29 years,744,160,2021 5 YR
60655,B01001_012E,Male,30 to 34 years,734,192,2021 5 YR
60655,B01001_013E,Male,35 to 39 years,859,164,2021 5 YR
60655,B01001_014E,Male,40 to 44 years,1043,176,2021 5 YR
60655,B01001_015E,Male,45 to 49 years,923,170,2021 5 YR
60655,B01001_016E,Male,50 to 54 years,999,184,2021 5 YR
60655,B01001_017E,Male,55 to 59 years,1348,201,2021 5 YR
60655,B01001_018E,Male,60 and 61 years,324,101,2021 5 YR
60655,B01001_019E,Male,62 to 64 years,608,154,2021 5 YR
60655,B01001_020E,Male,65 and 66 years,255,105,2021 5 YR
60655,B01001_021E,Male,67 to 69 years,493,151,2021 5 YR
60655,B01001_022E,Male,70 to 74 years,414,100,2021 5 YR
60655,B01001_023E,Male,75 to 79 years,423,165,2021 5 YR
60655,B01001_024E,Male,80 to 84 years,81,40,2021 5 YR
60655,B01001_025E,Male,85 years and over,160,72,2021 5 YR
60655,B01001_027E,Female,Under 5 years,841,182,2021 5 YR
60655,B01001_028E,Female,5 to 9 years,1129,347,2021 5 YR
60655,B01001_029E,Female,10 to 14 years,1086,254,2021 5 YR
60655,B01001_030E,Female,15 to 17 years,505,130,2021 5 YR
60655,B01001_031E,Female,18 and 19 years,437,157,2021 5 YR
60655,B01001_032E,Female,20 years,195,95,2021 5 YR
60655,B01001_033E,Female,21 years,69,41,2021 5 YR
60655,B01001_034E,Female,22 to 24 years,355,106,2021 5 YR
60655,B01001_035E,Female,25 to 29 years,624,162,2021 5 YR
60655,B01001_036E,Female,30 to 34 years,763,225,2021 5 YR
60655,B01001_037E,Female,35 to 39 years,939,199,2021 5 YR
60655,B01001_038E,Female,40 to 44 years,1191,181,2021 5 YR
60655,B01001_039E,Female,45 to 49 years,856,186,2021 5 YR
60655,B01001_040E,Female,50 to 54 years,933,186,2021 5 YR
60655,B01001_041E,Female,55 to 59 years,993,177,2021 5 YR
60655,B01001_042E,Female,60 and 61 years,585,161,2021 5 YR
60655,B01001_043E,Female,62 to 64 years,600,140,2021 5 YR
60655,B01001_044E,Female,65 and 66 years,395,309,2021 5 YR
60655,B01001_045E,Female,67 to 69 years,299,75,2021 5 YR
60655,B01001_046E,Female,70 to 74 years,685,142,2021 5 YR
60655,B01001_047E,Female,75 to 79 years,287,88,2021 5 YR
60655,B01001_048E,Female,80 to 84 years,291,112,2021 5 YR
60655,B01001_049E,Female,85 years and over,414,119,2021 5 YR
60656,B01001_003E,Male,Under 5 years,792,197,2021 5 YR
60656,B01001_004E,Male,5 to 9 years,702,203,2021 5 YR
60656,B01001_005E,Male,10 to 14 years,861,261,2021 5 YR
60656,B01001_006E,Male,15 to 17 years,434,157,2021 5 YR
60656,B01001_007E,Male,18 and 19 years,271,114,2021 5 YR
60656,B01001_008E,Male,20 years,153,95,2021 5 YR
60656,B01001_009E,Male,21 years,23,27,2021 5 YR
60656,B01001_010E,Male,22 to 24 years,414,163,2021 5 YR
60656,B01001_011E,Male,25 to 29 years,1107,276,2021 5 YR
60656,B01001_012E,Male,30 to 34 years,1856,418,2021 5 YR
60656,B01001_013E,Male,35 to 39 years,1106,282,2021 5 YR
60656,B01001_014E,Male,40 to 44 years,993,230,2021 5 YR
60656,B01001_015E,Male,45 to 49 years,901,303,2021 5 YR
60656,B01001_016E,Male,50 to 54 years,896,252,2021 5 YR
60656,B01001_017E,Male,55 to 59 years,1274,266,2021 5 YR
60656,B01001_018E,Male,60 and 61 years,551,183,2021 5 YR
60656,B01001_019E,Male,62 to 64 years,440,130,2021 5 YR
60656,B01001_020E,Male,65 and 66 years,280,129,2021 5 YR
60656,B01001_021E,Male,67 to 69 years,528,223,2021 5 YR
60656,B01001_022E,Male,70 to 74 years,399,157,2021 5 YR
60656,B01001_023E,Male,75 to 79 years,451,140,2021 5 YR
60656,B01001_024E,Male,80 to 84 years,272,97,2021 5 YR
60656,B01001_025E,Male,85 years and over,129,72,2021 5 YR
60656,B01001_027E,Female,Under 5 years,1073,317,2021 5 YR
60656,B01001_028E,Female,5 to 9 years,631,192,2021 5 YR
60656,B01001_029E,Female,10 to 14 years,701,349,2021 5 YR
60656,B01001_030E,Female,15 to 17 years,295,145,2021 5 YR
60656,B01001_031E,Female,18 and 19 years,155,102,2021 5 YR
60656,B01001_032E,Female,20 years,76,57,2021 5 YR
60656,B01001_033E,Female,21 years,150,103,2021 5 YR
60656,B01001_034E,Female,22 to 24 years,366,133,2021 5 YR
60656,B01001_035E,Female,25 to 29 years,823,215,2021 5 YR
60656,B01001_036E,Female,30 to 34 years,1376,325,2021 5 YR
60656,B01001_037E,Female,35 to 39 years,844,197,2021 5 YR
60656,B01001_038E,Female,40 to 44 years,916,281,2021 5 YR
60656,B01001_039E,Female,45 to 49 years,1037,230,2021 5 YR
60656,B01001_040E,Female,50 to 54 years,696,239,2021 5 YR
60656,B01001_041E,Female,55 to 59 years,847,278,2021 5 YR
60656,B01001_042E,Female,60 and 61 years,368,127,2021 5 YR
60656,B01001_043E,Female,62 to 64 years,473,163,2021 5 YR
60656,B01001_044E,Female,65 and 66 years,480,209,2021 5 YR
60656,B01001_045E,Female,67 to 69 years,607,312,2021 5 YR
60656,B01001_046E,Female,70 to 74 years,731,177,2021 5 YR
60656,B01001_047E,Female,75 to 79 years,449,130,2021 5 YR
60656,B01001_048E,Female,80 to 84 years,329,116,2021 5 YR
60656,B01001_049E,Female,85 years and over,409,149,2021 5 YR
60657,B01001_003E,Male,Under 5 years,2214,426,2021 5 YR
60657,B01001_004E,Male,5 to 9 years,1445,287,2021 5 YR
60657,B01001_005E,Male,10 to 14 years,869,240,2021 5 YR
60657,B01001_006E,Male,15 to 17 years,425,130,2021 5 YR
60657,B01001_007E,Male,18 and 19 years,310,154,2021 5 YR
60657,B01001_008E,Male,20 years,165,114,2021 5 YR
60657,B01001_009E,Male,21 years,341,138,2021 5 YR
60657,B01001_010E,Male,22 to 24 years,3267,610,2021 5 YR
60657,B01001_011E,Male,25 to 29 years,7747,1135,2021 5 YR
60657,B01001_012E,Male,30 to 34 years,5505,537,2021 5 YR
60657,B01001_013E,Male,35 to 39 years,3625,505,2021 5 YR
60657,B01001_014E,Male,40 to 44 years,2147,285,2021 5 YR
60657,B01001_015E,Male,45 to 49 years,2071,300,2021 5 YR
60657,B01001_016E,Male,50 to 54 years,2049,373,2021 5 YR
60657,B01001_017E,Male,55 to 59 years,1227,223,2021 5 YR
60657,B01001_018E,Male,60 and 61 years,478,310,2021 5 YR
60657,B01001_019E,Male,62 to 64 years,756,203,2021 5 YR
60657,B01001_020E,Male,65 and 66 years,347,126,2021 5 YR
60657,B01001_021E,Male,67 to 69 years,672,154,2021 5 YR
60657,B01001_022E,Male,70 to 74 years,861,368,2021 5 YR
60657,B01001_023E,Male,75 to 79 years,442,131,2021 5 YR
60657,B01001_024E,Male,80 to 84 years,295,138,2021 5 YR
60657,B01001_025E,Male,85 years and over,370,271,2021 5 YR
60657,B01001_027E,Female,Under 5 years,1846,281,2021 5 YR
60657,B01001_028E,Female,5 to 9 years,1136,193,2021 5 YR
60657,B01001_029E,Female,10 to 14 years,977,217,2021 5 YR
60657,B01001_030E,Female,15 to 17 years,459,154,2021 5 YR
60657,B01001_031E,Female,18 and 19 years,212,105,2021 5 YR
60657,B01001_032E,Female,20 years,226,96,2021 5 YR
60657,B01001_033E,Female,21 years,430,193,2021 5 YR
60657,B01001_034E,Female,22 to 24 years,3841,566,2021 5 YR
60657,B01001_035E,Female,25 to 29 years,7321,708,2021 5 YR
60657,B01001_036E,Female,30 to 34 years,4856,498,2021 5 YR
60657,B01001_037E,Female,35 to 39 years,3206,432,2021 5 YR
60657,B01001_038E,Female,40 to 44 years,1567,241,2021 5 YR
60657,B01001_039E,Female,45 to 49 years,1619,292,2021 5 YR
60657,B01001_040E,Female,50 to 54 years,1477,328,2021 5 YR
60657,B01001_041E,Female,55 to 59 years,1104,196,2021 5 YR
60657,B01001_042E,Female,60 and 61 years,639,201,2021 5 YR
60657,B01001_043E,Female,62 to 64 years,608,156,2021 5 YR
60657,B01001_044E,Female,65 and 66 years,367,172,2021 5 YR
60657,B01001_045E,Female,67 to 69 years,646,218,2021 5 YR
60657,B01001_046E,Female,70 to 74 years,717,174,2021 5 YR
60657,B01001_047E,Female,75 to 79 years,497,202,2021 5 YR
60657,B01001_048E,Female,80 to 84 years,324,116,2021 5 YR
60657,B01001_049E,Female,85 years and over,410,112,2021 5 YR
60659,B01001_003E,Male,Under 5 years,1551,451,2021 5 YR
60659,B01001_004E,Male,5 to 9 years,1320,356,2021 5 YR
60659,B01001_005E,Male,10 to 14 years,1587,387,2021 5 YR
60659,B01001_006E,Male,15 to 17 years,1059,349,2021 5 YR
60659,B01001_007E,Male,18 and 19 years,568,259,2021 5 YR
60659,B01001_008E,Male,20 years,225,113,2021 5 YR
60659,B01001_009E,Male,21 years,140,97,2021 5 YR
60659,B01001_010E,Male,22 to 24 years,779,266,2021 5 YR
60659,B01001_011E,Male,25 to 29 years,1659,314,2021 5 YR
60659,B01001_012E,Male,30 to 34 years,1511,348,2021 5 YR
60659,B01001_013E,Male,35 to 39 years,1609,404,2021 5 YR
60659,B01001_014E,Male,40 to 44 years,1389,354,2021 5 YR
60659,B01001_015E,Male,45 to 49 years,1312,350,2021 5 YR
60659,B01001_016E,Male,50 to 54 years,1746,360,2021 5 YR
60659,B01001_017E,Male,55 to 59 years,1658,393,2021 5 YR
60659,B01001_018E,Male,60 and 61 years,790,349,2021 5 YR
60659,B01001_019E,Male,62 to 64 years,508,194,2021 5 YR
