"zip_code","variable","sex","age","estimate"
60043,"B01001_036E","Female","30 to 34 years",23
60043,"B01001_037E","Female","35 to 39 years",60
60043,"B01001_038E","Female","40 to 44 years",82
60043,"B01001_039E","Female","45 to 49 years",101
60043,"B01001_040E","Female","50 to 54 years",83
60043,"B01001_041E","Female","55 to 59 years",130
60043,"B01001_042E","Female","60 and 61 years",39
60043,"B01001_043E","Female","62 to 64 years",47
60043,"B01001_044E","Female","65 and 66 years",26
60043,"B01001_045E","Female","67 to 69 years",26
60043,"B01001_046E","Female","70 to 74 years",55
60043,"B01001_047E","Female","75 to 79 years",34
60043,"B01001_048E","Female","80 to 84 years",21
60043,"B01001_049E","Female","85 years and over",15
60053,"B01001_003E","Male","Under 5 years",560
60053,"B01001_004E","Male","5 to 9 years",727
60053,"B01001_005E","Male","10 to 14 years",636
60053,"B01001_006E","Male","15 to 17 years",431
60053,"B01001_007E","Male","18 and 19 years",174
60053,"B01001_008E","Male","20 years",71
60053,"B01001_009E","Male","21 years",63
60053,"B01001_010E","Male","22 to 24 years",353
60053,"B01001_011E","Male","25 to 29 years",584
60053,"B01001_012E","Male","30 to 34 years",607
60053,"B01001_013E","Male","35 to 39 years",798
60053,"B01001_014E","Male","40 to 44 years",664
60053,"B01001_015E","Male","45 to 49 years",640
60053,"B01001_016E","Male","50 to 54 years",819
60053,"B01001_017E","Male","55 to 59 years",840
60053,"B01001_018E","Male","60 and 61 years",320
60053,"B01001_019E","Male","62 to 64 years",494
60053,"B01001_020E","Male","65 and 66 years",243
60053,"B01001_021E","Male","67 to 69 years",576
60053,"B01001_022E","Male","70 to 74 years",656
60053,"B01001_023E","Male","75 to 79 years",488
60053,"B01001_024E","Male","80 to 84 years",312
60053,"B01001_025E","Male","85 years and over",306
60053,"B01001_027E","Female","Under 5 years",400
60053,"B01001_028E","Female","5 to 9 years",531
60053,"B01001_029E","Female","10 to 14 years",528
60053,"B01001_030E","Female","15 to 17 years",451
60053,"B01001_031E","Female","18 and 19 years",170
60053,"B01001_032E","Female","20 years",58
60053,"B01001_033E","Female","21 years",206
60053,"B01001_034E","Female","22 to 24 years",274
60053,"B01001_035E","Female","25 to 29 years",450
60053,"B01001_036E","Female","30 to 34 years",545
60053,"B01001_037E","Female","35 to 39 years",687
60053,"B01001_038E","Female","40 to 44 years",660
60053,"B01001_039E","Female","45 to 49 years",896
60053,"B01001_040E","Female","50 to 54 years",854
60053,"B01001_041E","Female","55 to 59 years",927
60053,"B01001_042E","Female","60 and 61 years",292
60053,"B01001_043E","Female","62 to 64 years",449
60053,"B01001_044E","Female","65 and 66 years",467
60053,"B01001_045E","Female","67 to 69 years",658
60053,"B01001_046E","Female","70 to 74 years",795
60053,"B01001_047E","Female","75 to 79 years",575
60053,"B01001_048E","Female","80 to 84 years",376
60053,"B01001_049E","Female","85 years and over",478
60056,"B01001_003E","Male","Under 5 years",2101
60056,"B01001_004E","Male","5 to 9 years",2023
60056,"B01001_005E","Male","10 to 14 years",1539
60056,"B01001_006E","Male","15 to 17 years",1058
60056,"B01001_007E","Male","18 and 19 years",485
60056,"B01001_008E","Male","20 years",182
60056,"B01001_009E","Male","21 years",311
60056,"B01001_010E","Male","22 to 24 years",677
60056,"B01001_011E","Male","25 to 29 years",1666
60056,"B01001_012E","Male","30 to 34 years",1497
60056,"B01001_013E","Male","35 to 39 years",2298
60056,"B01001_014E","Male","40 to 44 years",2036
60056,"B01001_015E","Male","45 to 49 years",1803
60056,"B01001_016E","Male","50 to 54 years",1813
60056,"B01001_017E","Male","55 to 59 years",1588
60056,"B01001_018E","Male","60 and 61 years",821
60056,"B01001_019E","Male","62 to 64 years",835
60056,"B01001_020E","Male","65 and 66 years",689
60056,"B01001_021E","Male","67 to 69 years",605
60056,"B01001_022E","Male","70 to 74 years",1145
60056,"B01001_023E","Male","75 to 79 years",695
60056,"B01001_024E","Male","80 to 84 years",582
60056,"B01001_025E","Male","85 years and over",449
60056,"B01001_027E","Female","Under 5 years",1924
60056,"B01001_028E","Female","5 to 9 years",1541
60056,"B01001_029E","Female","10 to 14 years",1595
60056,"B01001_030E","Female","15 to 17 years",972
60056,"B01001_031E","Female","18 and 19 years",326
60056,"B01001_032E","Female","20 years",87
60056,"B01001_033E","Female","21 years",273
60056,"B01001_034E","Female","22 to 24 years",771
60056,"B01001_035E","Female","25 to 29 years",1584
60056,"B01001_036E","Female","30 to 34 years",1998
60056,"B01001_037E","Female","35 to 39 years",1946
60056,"B01001_038E","Female","40 to 44 years",1858
60056,"B01001_039E","Female","45 to 49 years",1890
60056,"B01001_040E","Female","50 to 54 years",1930
60056,"B01001_041E","Female","55 to 59 years",2116
60056,"B01001_042E","Female","60 and 61 years",785
60056,"B01001_043E","Female","62 to 64 years",771
60056,"B01001_044E","Female","65 and 66 years",666
60056,"B01001_045E","Female","67 to 69 years",815
60056,"B01001_046E","Female","70 to 74 years",1181
60056,"B01001_047E","Female","75 to 79 years",952
60056,"B01001_048E","Female","80 to 84 years",802
60056,"B01001_049E","Female","85 years and over",843
60062,"B01001_003E","Male","Under 5 years",1028
60062,"B01001_004E","Male","5 to 9 years",1050
60062,"B01001_005E","Male","10 to 14 years",1225
60062,"B01001_006E","Male","15 to 17 years",790
60062,"B01001_007E","Male","18 and 19 years",194
60062,"B01001_008E","Male","20 years",54
60062,"B01001_009E","Male","21 years",140
60062,"B01001_010E","Male","22 to 24 years",461
60062,"B01001_011E","Male","25 to 29 years",489
60062,"B01001_012E","Male","30 to 34 years",861
60062,"B01001_013E","Male","35 to 39 years",1077
60062,"B01001_014E","Male","40 to 44 years",944
60062,"B01001_015E","Male","45 to 49 years",1477
60062,"B01001_016E","Male","50 to 54 years",1426
60062,"B01001_017E","Male","55 to 59 years",1500
60062,"B01001_018E","Male","60 and 61 years",763
60062,"B01001_019E","Male","62 to 64 years",746
60062,"B01001_020E","Male","65 and 66 years",624
60062,"B01001_021E","Male","67 to 69 years",741
60062,"B01001_022E","Male","70 to 74 years",850
60062,"B01001_023E","Male","75 to 79 years",771
60062,"B01001_024E","Male","80 to 84 years",822
60062,"B01001_025E","Male","85 years and over",996
60062,"B01001_027E","Female","Under 5 years",1047
60062,"B01001_028E","Female","5 to 9 years",1424
60062,"B01001_029E","Female","10 to 14 years",1385
60062,"B01001_030E","Female","15 to 17 years",946
60062,"B01001_031E","Female","18 and 19 years",246
60062,"B01001_032E","Female","20 years",118
60062,"B01001_033E","Female","21 years",78
60062,"B01001_034E","Female","22 to 24 years",373
60062,"B01001_035E","Female","25 to 29 years",602
60062,"B01001_036E","Female","30 to 34 years",724
60062,"B01001_037E","Female","35 to 39 years",1067
60062,"B01001_038E","Female","40 to 44 years",1201
60062,"B01001_039E","Female","45 to 49 years",1551
60062,"B01001_040E","Female","50 to 54 years",1760
60062,"B01001_041E","Female","55 to 59 years",1486
60062,"B01001_042E","Female","60 and 61 years",617
60062,"B01001_043E","Female","62 to 64 years",835
60062,"B01001_044E","Female","65 and 66 years",615
60062,"B01001_045E","Female","67 to 69 years",900
60062,"B01001_046E","Female","70 to 74 years",1101
60062,"B01001_047E","Female","75 to 79 years",1128
60062,"B01001_048E","Female","80 to 84 years",1285
60062,"B01001_049E","Female","85 years and over",1168
60067,"B01001_003E","Male","Under 5 years",982
60067,"B01001_004E","Male","5 to 9 years",924
60067,"B01001_005E","Male","10 to 14 years",872
60067,"B01001_006E","Male","15 to 17 years",793
60067,"B01001_007E","Male","18 and 19 years",378
60067,"B01001_008E","Male","20 years",63
60067,"B01001_009E","Male","21 years",96
60067,"B01001_010E","Male","22 to 24 years",480
60067,"B01001_011E","Male","25 to 29 years",908
60067,"B01001_012E","Male","30 to 34 years",1015
60067,"B01001_013E","Male","35 to 39 years",1034
60067,"B01001_014E","Male","40 to 44 years",1094
60067,"B01001_015E","Male","45 to 49 years",1626
60067,"B01001_016E","Male","50 to 54 years",1639
60067,"B01001_017E","Male","55 to 59 years",1394
60067,"B01001_018E","Male","60 and 61 years",798
60067,"B01001_019E","Male","62 to 64 years",726
60067,"B01001_020E","Male","65 and 66 years",418
60067,"B01001_021E","Male","67 to 69 years",414
60067,"B01001_022E","Male","70 to 74 years",715
60067,"B01001_023E","Male","75 to 79 years",698
60067,"B01001_024E","Male","80 to 84 years",310
60067,"B01001_025E","Male","85 years and over",386
60067,"B01001_027E","Female","Under 5 years",1274
60067,"B01001_028E","Female","5 to 9 years",1377
60067,"B01001_029E","Female","10 to 14 years",1551
60067,"B01001_030E","Female","15 to 17 years",778
60067,"B01001_031E","Female","18 and 19 years",267
60067,"B01001_032E","Female","20 years",189
60067,"B01001_033E","Female","21 years",66
60067,"B01001_034E","Female","22 to 24 years",357
60067,"B01001_035E","Female","25 to 29 years",1184
60067,"B01001_036E","Female","30 to 34 years",1127
60067,"B01001_037E","Female","35 to 39 years",1213
60067,"B01001_038E","Female","40 to 44 years",1386
60067,"B01001_039E","Female","45 to 49 years",1491
60067,"B01001_040E","Female","50 to 54 years",1339
60067,"B01001_041E","Female","55 to 59 years",1633
60067,"B01001_042E","Female","60 and 61 years",644
60067,"B01001_043E","Female","62 to 64 years",714
60067,"B01001_044E","Female","65 and 66 years",536
60067,"B01001_045E","Female","67 to 69 years",502
60067,"B01001_046E","Female","70 to 74 years",923
60067,"B01001_047E","Female","75 to 79 years",709
60067,"B01001_048E","Female","80 to 84 years",297
60067,"B01001_049E","Female","85 years and over",520
60068,"B01001_003E","Male","Under 5 years",1190
60068,"B01001_004E","Male","5 to 9 years",1224
60068,"B01001_005E","Male","10 to 14 years",1378
60068,"B01001_006E","Male","15 to 17 years",746
60068,"B01001_007E","Male","18 and 19 years",399
60068,"B01001_008E","Male","20 years",210
60068,"B01001_009E","Male","21 years",188
60068,"B01001_010E","Male","22 to 24 years",521
60068,"B01001_011E","Male","25 to 29 years",908
60068,"B01001_012E","Male","30 to 34 years",677
60068,"B01001_013E","Male","35 to 39 years",833
60068,"B01001_014E","Male","40 to 44 years",1395
60068,"B01001_015E","Male","45 to 49 years",1268
60068,"B01001_016E","Male","50 to 54 years",1184
60068,"B01001_017E","Male","55 to 59 years",1382
60068,"B01001_018E","Male","60 and 61 years",543
60068,"B01001_019E","Male","62 to 64 years",688
60068,"B01001_020E","Male","65 and 66 years",464
60068,"B01001_021E","Male","67 to 69 years",625
60068,"B01001_022E","Male","70 to 74 years",779
60068,"B01001_023E","Male","75 to 79 years",517
60068,"B01001_024E","Male","80 to 84 years",403
60068,"B01001_025E","Male","85 years and over",584
60068,"B01001_027E","Female","Under 5 years",1084
60068,"B01001_028E","Female","5 to 9 years",1125
60068,"B01001_029E","Female","10 to 14 years",1246
60068,"B01001_030E","Female","15 to 17 years",920
60068,"B01001_031E","Female","18 and 19 years",363
60068,"B01001_032E","Female","20 years",108
60068,"B01001_033E","Female","21 years",60
60068,"B01001_034E","Female","22 to 24 years",445
60068,"B01001_035E","Female","25 to 29 years",651
60068,"B01001_036E","Female","30 to 34 years",654
60068,"B01001_037E","Female","35 to 39 years",1118
60068,"B01001_038E","Female","40 to 44 years",1337
60068,"B01001_039E","Female","45 to 49 years",1330
60068,"B01001_040E","Female","50 to 54 years",1717
60068,"B01001_041E","Female","55 to 59 years",1611
60068,"B01001_042E","Female","60 and 61 years",470
60068,"B01001_043E","Female","62 to 64 years",927
60068,"B01001_044E","Female","65 and 66 years",434
60068,"B01001_045E","Female","67 to 69 years",580
60068,"B01001_046E","Female","70 to 74 years",944
60068,"B01001_047E","Female","75 to 79 years",835
60068,"B01001_048E","Female","80 to 84 years",620
60068,"B01001_049E","Female","85 years and over",748
60070,"B01001_003E","Male","Under 5 years",644
60070,"B01001_004E","Male","5 to 9 years",674
60070,"B01001_005E","Male","10 to 14 years",772
60070,"B01001_006E","Male","15 to 17 years",423
60070,"B01001_007E","Male","18 and 19 years",293
60070,"B01001_008E","Male","20 years",41
60070,"B01001_009E","Male","21 years",31
60070,"B01001_010E","Male","22 to 24 years",131
60070,"B01001_011E","Male","25 to 29 years",452
60070,"B01001_012E","Male","30 to 34 years",745
60070,"B01001_013E","Male","35 to 39 years",626
60070,"B01001_014E","Male","40 to 44 years",547
60070,"B01001_015E","Male","45 to 49 years",435
60070,"B01001_016E","Male","50 to 54 years",497
60070,"B01001_017E","Male","55 to 59 years",483
60070,"B01001_018E","Male","60 and 61 years",229
60070,"B01001_019E","Male","62 to 64 years",304
60070,"B01001_020E","Male","65 and 66 years",171
60070,"B01001_021E","Male","67 to 69 years",239
60070,"B01001_022E","Male","70 to 74 years",280
60070,"B01001_023E","Male","75 to 79 years",176
60070,"B01001_024E","Male","80 to 84 years",170
60070,"B01001_025E","Male","85 years and over",125
60070,"B01001_027E","Female","Under 5 years",612
60070,"B01001_028E","Female","5 to 9 years",339
60070,"B01001_029E","Female","10 to 14 years",489
60070,"B01001_030E","Female","15 to 17 years",164
60070,"B01001_031E","Female","18 and 19 years",218
60070,"B01001_032E","Female","20 years",98
60070,"B01001_033E","Female","21 years",94
60070,"B01001_034E","Female","22 to 24 years",154
60070,"B01001_035E","Female","25 to 29 years",430
60070,"B01001_036E","Female","30 to 34 years",592
60070,"B01001_037E","Female","35 to 39 years",445
60070,"B01001_038E","Female","40 to 44 years",547
60070,"B01001_039E","Female","45 to 49 years",465
60070,"B01001_040E","Female","50 to 54 years",440
60070,"B01001_041E","Female","55 to 59 years",523
60070,"B01001_042E","Female","60 and 61 years",263
60070,"B01001_043E","Female","62 to 64 years",226
60070,"B01001_044E","Female","65 and 66 years",188
60070,"B01001_045E","Female","67 to 69 years",267
60070,"B01001_046E","Female","70 to 74 years",282
60070,"B01001_047E","Female","75 to 79 years",218
60070,"B01001_048E","Female","80 to 84 years",170
60070,"B01001_049E","Female","85 years and over",196
60074,"B01001_003E","Male","Under 5 years",1636
60074,"B01001_004E","Male","5 to 9 years",1817
60074,"B01001_005E","Male","10 to 14 years",1017
60074,"B01001_006E","Male","15 to 17 years",665
60074,"B01001_007E","Male","18 and 19 years",363
60074,"B01001_008E","Male","20 years",192
60074,"B01001_009E","Male","21 years",130
60074,"B01001_010E","Male","22 to 24 years",854
60074,"B01001_011E","Male","25 to 29 years",1900
60074,"B01001_012E","Male","30 to 34 years",2065
60074,"B01001_013E","Male","35 to 39 years",1288
60074,"B01001_014E","Male","40 to 44 years",1560
60074,"B01001_015E","Male","45 to 49 years",1330
60074,"B01001_016E","Male","50 to 54 years",1130
60074,"B01001_017E","Male","55 to 59 years",1071
60074,"B01001_018E","Male","60 and 61 years",445
60074,"B01001_019E","Male","62 to 64 years",624
60074,"B01001_020E","Male","65 and 66 years",375
60074,"B01001_021E","Male","67 to 69 years",467
60074,"B01001_022E","Male","70 to 74 years",427
60074,"B01001_023E","Male","75 to 79 years",425
60074,"B01001_024E","Male","80 to 84 years",329
60074,"B01001_025E","Male","85 years and over",146
60074,"B01001_027E","Female","Under 5 years",1375
60074,"B01001_028E","Female","5 to 9 years",1020
60074,"B01001_029E","Female","10 to 14 years",1488
60074,"B01001_030E","Female","15 to 17 years",730
60074,"B01001_031E","Female","18 and 19 years",280
60074,"B01001_032E","Female","20 years",119
60074,"B01001_033E","Female","21 years",169
60074,"B01001_034E","Female","22 to 24 years",653
60074,"B01001_035E","Female","25 to 29 years",1330
60074,"B01001_036E","Female","30 to 34 years",2158
60074,"B01001_037E","Female","35 to 39 years",1440
60074,"B01001_038E","Female","40 to 44 years",964
60074,"B01001_039E","Female","45 to 49 years",1265
60074,"B01001_040E","Female","50 to 54 years",1197
60074,"B01001_041E","Female","55 to 59 years",1306
60074,"B01001_042E","Female","60 and 61 years",397
60074,"B01001_043E","Female","62 to 64 years",630
60074,"B01001_044E","Female","65 and 66 years",275
60074,"B01001_045E","Female","67 to 69 years",464
60074,"B01001_046E","Female","70 to 74 years",610
60074,"B01001_047E","Female","75 to 79 years",554
60074,"B01001_048E","Female","80 to 84 years",310
60074,"B01001_049E","Female","85 years and over",227
60076,"B01001_003E","Male","Under 5 years",978
60076,"B01001_004E","Male","5 to 9 years",792
60076,"B01001_005E","Male","10 to 14 years",1085
60076,"B01001_006E","Male","15 to 17 years",783
