census_name,clean_name,census_place_code,variable,sex,age,estimate,margin_of_error
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_035E,Female,25 to 29 years,125,112
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_036E,Female,30 to 34 years,72,57
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_037E,Female,35 to 39 years,93,75
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_038E,Female,40 to 44 years,194,118
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_039E,Female,45 to 49 years,91,69
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_040E,Female,50 to 54 years,219,95
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_041E,Female,55 to 59 years,159,113
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_042E,Female,60 and 61 years,64,51
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_043E,Female,62 to 64 years,131,78
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_044E,Female,65 and 66 years,34,44
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_045E,Female,67 to 69 years,54,39
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_046E,Female,70 to 74 years,47,49
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_047E,Female,75 to 79 years,181,107
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_048E,Female,80 to 84 years,0,11
"Cook County (part), Roselle village, Illinois",Roselle,65806,B01001_049E,Female,85 years and over,32,36
"Rosemont village, Illinois",Rosemont,65819,B01001_003E,Male,Under 5 years,111,65
"Rosemont village, Illinois",Rosemont,65819,B01001_004E,Male,5 to 9 years,96,74
"Rosemont village, Illinois",Rosemont,65819,B01001_005E,Male,10 to 14 years,172,68
"Rosemont village, Illinois",Rosemont,65819,B01001_006E,Male,15 to 17 years,102,77
"Rosemont village, Illinois",Rosemont,65819,B01001_007E,Male,18 and 19 years,112,92
"Rosemont village, Illinois",Rosemont,65819,B01001_008E,Male,20 years,39,34
"Rosemont village, Illinois",Rosemont,65819,B01001_009E,Male,21 years,27,40
"Rosemont village, Illinois",Rosemont,65819,B01001_010E,Male,22 to 24 years,94,65
"Rosemont village, Illinois",Rosemont,65819,B01001_011E,Male,25 to 29 years,186,117
"Rosemont village, Illinois",Rosemont,65819,B01001_012E,Male,30 to 34 years,174,90
"Rosemont village, Illinois",Rosemont,65819,B01001_013E,Male,35 to 39 years,85,44
"Rosemont village, Illinois",Rosemont,65819,B01001_014E,Male,40 to 44 years,192,101
"Rosemont village, Illinois",Rosemont,65819,B01001_015E,Male,45 to 49 years,155,69
"Rosemont village, Illinois",Rosemont,65819,B01001_016E,Male,50 to 54 years,157,121
"Rosemont village, Illinois",Rosemont,65819,B01001_017E,Male,55 to 59 years,213,83
"Rosemont village, Illinois",Rosemont,65819,B01001_018E,Male,60 and 61 years,35,28
"Rosemont village, Illinois",Rosemont,65819,B01001_019E,Male,62 to 64 years,74,65
"Rosemont village, Illinois",Rosemont,65819,B01001_020E,Male,65 and 66 years,53,42
"Rosemont village, Illinois",Rosemont,65819,B01001_021E,Male,67 to 69 years,52,57
"Rosemont village, Illinois",Rosemont,65819,B01001_022E,Male,70 to 74 years,17,16
"Rosemont village, Illinois",Rosemont,65819,B01001_023E,Male,75 to 79 years,21,14
"Rosemont village, Illinois",Rosemont,65819,B01001_024E,Male,80 to 84 years,94,48
"Rosemont village, Illinois",Rosemont,65819,B01001_025E,Male,85 years and over,28,23
"Rosemont village, Illinois",Rosemont,65819,B01001_027E,Female,Under 5 years,187,173
"Rosemont village, Illinois",Rosemont,65819,B01001_028E,Female,5 to 9 years,101,59
"Rosemont village, Illinois",Rosemont,65819,B01001_029E,Female,10 to 14 years,32,30
"Rosemont village, Illinois",Rosemont,65819,B01001_030E,Female,15 to 17 years,69,60
"Rosemont village, Illinois",Rosemont,65819,B01001_031E,Female,18 and 19 years,101,108
"Rosemont village, Illinois",Rosemont,65819,B01001_032E,Female,20 years,0,11
"Rosemont village, Illinois",Rosemont,65819,B01001_033E,Female,21 years,60,67
"Rosemont village, Illinois",Rosemont,65819,B01001_034E,Female,22 to 24 years,15,18
"Rosemont village, Illinois",Rosemont,65819,B01001_035E,Female,25 to 29 years,156,76
"Rosemont village, Illinois",Rosemont,65819,B01001_036E,Female,30 to 34 years,203,99
"Rosemont village, Illinois",Rosemont,65819,B01001_037E,Female,35 to 39 years,136,62
"Rosemont village, Illinois",Rosemont,65819,B01001_038E,Female,40 to 44 years,110,68
"Rosemont village, Illinois",Rosemont,65819,B01001_039E,Female,45 to 49 years,128,80
"Rosemont village, Illinois",Rosemont,65819,B01001_040E,Female,50 to 54 years,153,76
"Rosemont village, Illinois",Rosemont,65819,B01001_041E,Female,55 to 59 years,113,72
"Rosemont village, Illinois",Rosemont,65819,B01001_042E,Female,60 and 61 years,66,61
"Rosemont village, Illinois",Rosemont,65819,B01001_043E,Female,62 to 64 years,87,58
"Rosemont village, Illinois",Rosemont,65819,B01001_044E,Female,65 and 66 years,34,39
"Rosemont village, Illinois",Rosemont,65819,B01001_045E,Female,67 to 69 years,39,25
"Rosemont village, Illinois",Rosemont,65819,B01001_046E,Female,70 to 74 years,70,36
"Rosemont village, Illinois",Rosemont,65819,B01001_047E,Female,75 to 79 years,48,27
"Rosemont village, Illinois",Rosemont,65819,B01001_048E,Female,80 to 84 years,30,25
"Rosemont village, Illinois",Rosemont,65819,B01001_049E,Female,85 years and over,28,19
"Sauk Village village, Illinois",Sauk Village,67769,B01001_003E,Male,Under 5 years,325,152
"Sauk Village village, Illinois",Sauk Village,67769,B01001_004E,Male,5 to 9 years,391,150
"Sauk Village village, Illinois",Sauk Village,67769,B01001_005E,Male,10 to 14 years,590,210
"Sauk Village village, Illinois",Sauk Village,67769,B01001_006E,Male,15 to 17 years,171,122
"Sauk Village village, Illinois",Sauk Village,67769,B01001_007E,Male,18 and 19 years,202,124
"Sauk Village village, Illinois",Sauk Village,67769,B01001_008E,Male,20 years,87,57
"Sauk Village village, Illinois",Sauk Village,67769,B01001_009E,Male,21 years,263,168
"Sauk Village village, Illinois",Sauk Village,67769,B01001_010E,Male,22 to 24 years,356,157
"Sauk Village village, Illinois",Sauk Village,67769,B01001_011E,Male,25 to 29 years,469,255
"Sauk Village village, Illinois",Sauk Village,67769,B01001_012E,Male,30 to 34 years,347,160
"Sauk Village village, Illinois",Sauk Village,67769,B01001_013E,Male,35 to 39 years,221,133
"Sauk Village village, Illinois",Sauk Village,67769,B01001_014E,Male,40 to 44 years,140,87
"Sauk Village village, Illinois",Sauk Village,67769,B01001_015E,Male,45 to 49 years,111,73
"Sauk Village village, Illinois",Sauk Village,67769,B01001_016E,Male,50 to 54 years,314,160
"Sauk Village village, Illinois",Sauk Village,67769,B01001_017E,Male,55 to 59 years,252,121
"Sauk Village village, Illinois",Sauk Village,67769,B01001_018E,Male,60 and 61 years,150,106
"Sauk Village village, Illinois",Sauk Village,67769,B01001_019E,Male,62 to 64 years,60,44
"Sauk Village village, Illinois",Sauk Village,67769,B01001_020E,Male,65 and 66 years,69,63
"Sauk Village village, Illinois",Sauk Village,67769,B01001_021E,Male,67 to 69 years,103,66
"Sauk Village village, Illinois",Sauk Village,67769,B01001_022E,Male,70 to 74 years,161,73
"Sauk Village village, Illinois",Sauk Village,67769,B01001_023E,Male,75 to 79 years,110,69
"Sauk Village village, Illinois",Sauk Village,67769,B01001_024E,Male,80 to 84 years,0,18
"Sauk Village village, Illinois",Sauk Village,67769,B01001_025E,Male,85 years and over,33,44
"Sauk Village village, Illinois",Sauk Village,67769,B01001_027E,Female,Under 5 years,398,161
"Sauk Village village, Illinois",Sauk Village,67769,B01001_028E,Female,5 to 9 years,390,132
"Sauk Village village, Illinois",Sauk Village,67769,B01001_029E,Female,10 to 14 years,449,128
"Sauk Village village, Illinois",Sauk Village,67769,B01001_030E,Female,15 to 17 years,307,163
"Sauk Village village, Illinois",Sauk Village,67769,B01001_031E,Female,18 and 19 years,328,164
"Sauk Village village, Illinois",Sauk Village,67769,B01001_032E,Female,20 years,98,96
"Sauk Village village, Illinois",Sauk Village,67769,B01001_033E,Female,21 years,9,14
"Sauk Village village, Illinois",Sauk Village,67769,B01001_034E,Female,22 to 24 years,271,155
"Sauk Village village, Illinois",Sauk Village,67769,B01001_035E,Female,25 to 29 years,295,155
"Sauk Village village, Illinois",Sauk Village,67769,B01001_036E,Female,30 to 34 years,277,136
"Sauk Village village, Illinois",Sauk Village,67769,B01001_037E,Female,35 to 39 years,504,153
"Sauk Village village, Illinois",Sauk Village,67769,B01001_038E,Female,40 to 44 years,431,159
"Sauk Village village, Illinois",Sauk Village,67769,B01001_039E,Female,45 to 49 years,368,156
"Sauk Village village, Illinois",Sauk Village,67769,B01001_040E,Female,50 to 54 years,248,132
"Sauk Village village, Illinois",Sauk Village,67769,B01001_041E,Female,55 to 59 years,285,140
"Sauk Village village, Illinois",Sauk Village,67769,B01001_042E,Female,60 and 61 years,124,71
"Sauk Village village, Illinois",Sauk Village,67769,B01001_043E,Female,62 to 64 years,139,60
"Sauk Village village, Illinois",Sauk Village,67769,B01001_044E,Female,65 and 66 years,115,86
"Sauk Village village, Illinois",Sauk Village,67769,B01001_045E,Female,67 to 69 years,132,63
"Sauk Village village, Illinois",Sauk Village,67769,B01001_046E,Female,70 to 74 years,165,65
"Sauk Village village, Illinois",Sauk Village,67769,B01001_047E,Female,75 to 79 years,130,74
"Sauk Village village, Illinois",Sauk Village,67769,B01001_048E,Female,80 to 84 years,35,29
"Sauk Village village, Illinois",Sauk Village,67769,B01001_049E,Female,85 years and over,0,18
"Schaumburg village, Illinois",Schaumburg,68003,B01001_003E,Male,Under 5 years,2779,379
"Schaumburg village, Illinois",Schaumburg,68003,B01001_004E,Male,5 to 9 years,2347,312
"Schaumburg village, Illinois",Schaumburg,68003,B01001_005E,Male,10 to 14 years,2033,262
"Schaumburg village, Illinois",Schaumburg,68003,B01001_006E,Male,15 to 17 years,1173,194
"Schaumburg village, Illinois",Schaumburg,68003,B01001_007E,Male,18 and 19 years,439,163
"Schaumburg village, Illinois",Schaumburg,68003,B01001_008E,Male,20 years,160,91
"Schaumburg village, Illinois",Schaumburg,68003,B01001_009E,Male,21 years,171,89
"Schaumburg village, Illinois",Schaumburg,68003,B01001_010E,Male,22 to 24 years,1204,234
"Schaumburg village, Illinois",Schaumburg,68003,B01001_011E,Male,25 to 29 years,2817,328
"Schaumburg village, Illinois",Schaumburg,68003,B01001_012E,Male,30 to 34 years,3066,354
"Schaumburg village, Illinois",Schaumburg,68003,B01001_013E,Male,35 to 39 years,3313,340
"Schaumburg village, Illinois",Schaumburg,68003,B01001_014E,Male,40 to 44 years,2701,310
"Schaumburg village, Illinois",Schaumburg,68003,B01001_015E,Male,45 to 49 years,2466,291
"Schaumburg village, Illinois",Schaumburg,68003,B01001_016E,Male,50 to 54 years,2225,234
"Schaumburg village, Illinois",Schaumburg,68003,B01001_017E,Male,55 to 59 years,2529,270
"Schaumburg village, Illinois",Schaumburg,68003,B01001_018E,Male,60 and 61 years,765,165
"Schaumburg village, Illinois",Schaumburg,68003,B01001_019E,Male,62 to 64 years,1332,203
"Schaumburg village, Illinois",Schaumburg,68003,B01001_020E,Male,65 and 66 years,790,188
"Schaumburg village, Illinois",Schaumburg,68003,B01001_021E,Male,67 to 69 years,883,151
"Schaumburg village, Illinois",Schaumburg,68003,B01001_022E,Male,70 to 74 years,1179,203
"Schaumburg village, Illinois",Schaumburg,68003,B01001_023E,Male,75 to 79 years,737,152
"Schaumburg village, Illinois",Schaumburg,68003,B01001_024E,Male,80 to 84 years,461,112
"Schaumburg village, Illinois",Schaumburg,68003,B01001_025E,Male,85 years and over,331,81
"Schaumburg village, Illinois",Schaumburg,68003,B01001_027E,Female,Under 5 years,2348,365
"Schaumburg village, Illinois",Schaumburg,68003,B01001_028E,Female,5 to 9 years,2369,330
"Schaumburg village, Illinois",Schaumburg,68003,B01001_029E,Female,10 to 14 years,1946,287
"Schaumburg village, Illinois",Schaumburg,68003,B01001_030E,Female,15 to 17 years,1337,238
"Schaumburg village, Illinois",Schaumburg,68003,B01001_031E,Female,18 and 19 years,453,157
"Schaumburg village, Illinois",Schaumburg,68003,B01001_032E,Female,20 years,96,51
"Schaumburg village, Illinois",Schaumburg,68003,B01001_033E,Female,21 years,192,107
"Schaumburg village, Illinois",Schaumburg,68003,B01001_034E,Female,22 to 24 years,1507,326
"Schaumburg village, Illinois",Schaumburg,68003,B01001_035E,Female,25 to 29 years,2905,467
"Schaumburg village, Illinois",Schaumburg,68003,B01001_036E,Female,30 to 34 years,3081,410
"Schaumburg village, Illinois",Schaumburg,68003,B01001_037E,Female,35 to 39 years,3243,373
"Schaumburg village, Illinois",Schaumburg,68003,B01001_038E,Female,40 to 44 years,2434,319
"Schaumburg village, Illinois",Schaumburg,68003,B01001_039E,Female,45 to 49 years,2282,322
"Schaumburg village, Illinois",Schaumburg,68003,B01001_040E,Female,50 to 54 years,2465,247
"Schaumburg village, Illinois",Schaumburg,68003,B01001_041E,Female,55 to 59 years,2466,274
"Schaumburg village, Illinois",Schaumburg,68003,B01001_042E,Female,60 and 61 years,1011,186
"Schaumburg village, Illinois",Schaumburg,68003,B01001_043E,Female,62 to 64 years,1457,239
"Schaumburg village, Illinois",Schaumburg,68003,B01001_044E,Female,65 and 66 years,850,209
"Schaumburg village, Illinois",Schaumburg,68003,B01001_045E,Female,67 to 69 years,1344,191
"Schaumburg village, Illinois",Schaumburg,68003,B01001_046E,Female,70 to 74 years,1583,215
"Schaumburg village, Illinois",Schaumburg,68003,B01001_047E,Female,75 to 79 years,1148,193
"Schaumburg village, Illinois",Schaumburg,68003,B01001_048E,Female,80 to 84 years,818,171
"Schaumburg village, Illinois",Schaumburg,68003,B01001_049E,Female,85 years and over,958,184
"Schiller Park village, Illinois",Schiller Park,68081,B01001_003E,Male,Under 5 years,458,184
"Schiller Park village, Illinois",Schiller Park,68081,B01001_004E,Male,5 to 9 years,386,150
"Schiller Park village, Illinois",Schiller Park,68081,B01001_005E,Male,10 to 14 years,244,114
"Schiller Park village, Illinois",Schiller Park,68081,B01001_006E,Male,15 to 17 years,189,122
"Schiller Park village, Illinois",Schiller Park,68081,B01001_007E,Male,18 and 19 years,153,92
"Schiller Park village, Illinois",Schiller Park,68081,B01001_008E,Male,20 years,109,110
"Schiller Park village, Illinois",Schiller Park,68081,B01001_009E,Male,21 years,0,18
"Schiller Park village, Illinois",Schiller Park,68081,B01001_010E,Male,22 to 24 years,263,149
"Schiller Park village, Illinois",Schiller Park,68081,B01001_011E,Male,25 to 29 years,239,130
"Schiller Park village, Illinois",Schiller Park,68081,B01001_012E,Male,30 to 34 years,155,104
"Schiller Park village, Illinois",Schiller Park,68081,B01001_013E,Male,35 to 39 years,560,160
"Schiller Park village, Illinois",Schiller Park,68081,B01001_014E,Male,40 to 44 years,729,209
"Schiller Park village, Illinois",Schiller Park,68081,B01001_015E,Male,45 to 49 years,301,142
"Schiller Park village, Illinois",Schiller Park,68081,B01001_016E,Male,50 to 54 years,369,120
"Schiller Park village, Illinois",Schiller Park,68081,B01001_017E,Male,55 to 59 years,491,186
"Schiller Park village, Illinois",Schiller Park,68081,B01001_018E,Male,60 and 61 years,187,103
"Schiller Park village, Illinois",Schiller Park,68081,B01001_019E,Male,62 to 64 years,237,134
"Schiller Park village, Illinois",Schiller Park,68081,B01001_020E,Male,65 and 66 years,193,101
"Schiller Park village, Illinois",Schiller Park,68081,B01001_021E,Male,67 to 69 years,88,59
"Schiller Park village, Illinois",Schiller Park,68081,B01001_022E,Male,70 to 74 years,97,73
"Schiller Park village, Illinois",Schiller Park,68081,B01001_023E,Male,75 to 79 years,234,113
"Schiller Park village, Illinois",Schiller Park,68081,B01001_024E,Male,80 to 84 years,60,51
"Schiller Park village, Illinois",Schiller Park,68081,B01001_025E,Male,85 years and over,171,103
"Schiller Park village, Illinois",Schiller Park,68081,B01001_027E,Female,Under 5 years,333,152
"Schiller Park village, Illinois",Schiller Park,68081,B01001_028E,Female,5 to 9 years,382,154
"Schiller Park village, Illinois",Schiller Park,68081,B01001_029E,Female,10 to 14 years,259,123
"Schiller Park village, Illinois",Schiller Park,68081,B01001_030E,Female,15 to 17 years,382,256
"Schiller Park village, Illinois",Schiller Park,68081,B01001_031E,Female,18 and 19 years,79,87
"Schiller Park village, Illinois",Schiller Park,68081,B01001_032E,Female,20 years,8,14
