zcta,variable,sex,age,total_pop,pop_in_cook
60053,P012038,Female,40 to 44 years,769,769
60053,P012039,Female,45 to 49 years,851,851
60053,P012040,Female,50 to 54 years,998,998
60053,P012041,Female,55 to 59 years,980,980
60053,P012042,Female,60 and 61 years,353,353
60053,P012043,Female,62 to 64 years,541,541
60053,P012044,Female,65 and 66 years,281,281
60053,P012045,Female,67 to 69 years,392,392
60053,P012046,Female,70 to 74 years,605,605
60053,P012047,Female,75 to 79 years,506,506
60053,P012048,Female,80 to 84 years,479,479
60053,P012049,Female,85 years and over,489,489
60056,P012003,Male,Under 5 years,1789,1789
60056,P012004,Male,5 to 9 years,1751,1751
60056,P012005,Male,10 to 14 years,1824,1824
60056,P012006,Male,15 to 17 years,1131,1131
60056,P012007,Male,18 and 19 years,598,598
60056,P012008,Male,20 years,279,279
60056,P012009,Male,21 years,253,253
60056,P012010,Male,22 to 24 years,1012,1012
60056,P012011,Male,25 to 29 years,1853,1853
60056,P012012,Male,30 to 34 years,2013,2013
60056,P012013,Male,35 to 39 years,2001,2001
60056,P012014,Male,40 to 44 years,1983,1983
60056,P012015,Male,45 to 49 years,2028,2028
60056,P012016,Male,50 to 54 years,2009,2009
60056,P012017,Male,55 to 59 years,1739,1739
60056,P012018,Male,60 and 61 years,594,594
60056,P012019,Male,62 to 64 years,794,794
60056,P012020,Male,65 and 66 years,441,441
60056,P012021,Male,67 to 69 years,609,609
60056,P012022,Male,70 to 74 years,803,803
60056,P012023,Male,75 to 79 years,772,772
60056,P012024,Male,80 to 84 years,593,593
60056,P012025,Male,85 years and over,384,384
60056,P012027,Female,Under 5 years,1704,1704
60056,P012028,Female,5 to 9 years,1732,1732
60056,P012029,Female,10 to 14 years,1715,1715
60056,P012030,Female,15 to 17 years,1041,1041
60056,P012031,Female,18 and 19 years,514,514
60056,P012032,Female,20 years,220,220
60056,P012033,Female,21 years,239,239
60056,P012034,Female,22 to 24 years,902,902
60056,P012035,Female,25 to 29 years,1775,1775
60056,P012036,Female,30 to 34 years,1772,1772
60056,P012037,Female,35 to 39 years,1872,1872
60056,P012038,Female,40 to 44 years,1915,1915
60056,P012039,Female,45 to 49 years,2117,2117
60056,P012040,Female,50 to 54 years,2161,2161
60056,P012041,Female,55 to 59 years,1752,1752
60056,P012042,Female,60 and 61 years,632,632
60056,P012043,Female,62 to 64 years,902,902
60056,P012044,Female,65 and 66 years,500,500
60056,P012045,Female,67 to 69 years,752,752
60056,P012046,Female,70 to 74 years,1143,1143
60056,P012047,Female,75 to 79 years,989,989
60056,P012048,Female,80 to 84 years,876,876
60056,P012049,Female,85 years and over,741,741
60062,P012003,Male,Under 5 years,898,898
60062,P012004,Male,5 to 9 years,1272,1272
60062,P012005,Male,10 to 14 years,1504,1504
60062,P012006,Male,15 to 17 years,1012,1012
60062,P012007,Male,18 and 19 years,358,358
60062,P012008,Male,20 years,126,126
60062,P012009,Male,21 years,127,127
60062,P012010,Male,22 to 24 years,481,481
60062,P012011,Male,25 to 29 years,633,633
60062,P012012,Male,30 to 34 years,625,625
60062,P012013,Male,35 to 39 years,917,917
60062,P012014,Male,40 to 44 years,1238,1238
60062,P012015,Male,45 to 49 years,1447,1447
60062,P012016,Male,50 to 54 years,1597,1597
60062,P012017,Male,55 to 59 years,1484,1484
60062,P012018,Male,60 and 61 years,567,567
60062,P012019,Male,62 to 64 years,834,834
60062,P012020,Male,65 and 66 years,387,387
60062,P012021,Male,67 to 69 years,629,629
60062,P012022,Male,70 to 74 years,859,859
60062,P012023,Male,75 to 79 years,784,784
60062,P012024,Male,80 to 84 years,681,681
60062,P012025,Male,85 years and over,646,646
60062,P012027,Female,Under 5 years,869,869
60062,P012028,Female,5 to 9 years,1246,1246
60062,P012029,Female,10 to 14 years,1358,1358
60062,P012030,Female,15 to 17 years,898,898
60062,P012031,Female,18 and 19 years,305,305
60062,P012032,Female,20 years,89,89
60062,P012033,Female,21 years,106,106
60062,P012034,Female,22 to 24 years,430,430
60062,P012035,Female,25 to 29 years,531,531
60062,P012036,Female,30 to 34 years,678,678
60062,P012037,Female,35 to 39 years,1089,1089
60062,P012038,Female,40 to 44 years,1391,1391
60062,P012039,Female,45 to 49 years,1663,1663
60062,P012040,Female,50 to 54 years,1732,1732
60062,P012041,Female,55 to 59 years,1700,1700
60062,P012042,Female,60 and 61 years,590,590
60062,P012043,Female,62 to 64 years,856,856
60062,P012044,Female,65 and 66 years,489,489
60062,P012045,Female,67 to 69 years,771,771
60062,P012046,Female,70 to 74 years,1015,1015
60062,P012047,Female,75 to 79 years,925,925
60062,P012048,Female,80 to 84 years,947,947
60062,P012049,Female,85 years and over,1152,1152
60067,P012003,Male,Under 5 years,1054,1054
60067,P012004,Male,5 to 9 years,1154,1154
60067,P012005,Male,10 to 14 years,1439,1439
60067,P012006,Male,15 to 17 years,849,849
60067,P012007,Male,18 and 19 years,368,368
60067,P012008,Male,20 years,142,142
60067,P012009,Male,21 years,156,156
60067,P012010,Male,22 to 24 years,619,619
60067,P012011,Male,25 to 29 years,1303,1303
60067,P012012,Male,30 to 34 years,1126,1126
60067,P012013,Male,35 to 39 years,1251,1251
60067,P012014,Male,40 to 44 years,1413,1413
60067,P012015,Male,45 to 49 years,1633,1633
60067,P012016,Male,50 to 54 years,1635,1635
60067,P012017,Male,55 to 59 years,1410,1410
60067,P012018,Male,60 and 61 years,511,511
60067,P012019,Male,62 to 64 years,698,698
60067,P012020,Male,65 and 66 years,331,331
60067,P012021,Male,67 to 69 years,457,457
60067,P012022,Male,70 to 74 years,532,532
60067,P012023,Male,75 to 79 years,368,368
60067,P012024,Male,80 to 84 years,273,273
60067,P012025,Male,85 years and over,218,218
60067,P012027,Female,Under 5 years,1016,1016
60067,P012028,Female,5 to 9 years,1135,1135
60067,P012029,Female,10 to 14 years,1236,1236
60067,P012030,Female,15 to 17 years,848,848
60067,P012031,Female,18 and 19 years,340,340
60067,P012032,Female,20 years,125,125
60067,P012033,Female,21 years,132,132
60067,P012034,Female,22 to 24 years,628,628
60067,P012035,Female,25 to 29 years,1255,1255
60067,P012036,Female,30 to 34 years,1134,1134
60067,P012037,Female,35 to 39 years,1234,1234
60067,P012038,Female,40 to 44 years,1480,1480
60067,P012039,Female,45 to 49 years,1815,1815
60067,P012040,Female,50 to 54 years,1708,1708
60067,P012041,Female,55 to 59 years,1526,1526
60067,P012042,Female,60 and 61 years,508,508
60067,P012043,Female,62 to 64 years,722,722
60067,P012044,Female,65 and 66 years,359,359
60067,P012045,Female,67 to 69 years,519,519
60067,P012046,Female,70 to 74 years,611,611
60067,P012047,Female,75 to 79 years,461,461
60067,P012048,Female,80 to 84 years,427,427
60067,P012049,Female,85 years and over,426,426
60068,P012003,Male,Under 5 years,978,978
60068,P012004,Male,5 to 9 years,1322,1322
60068,P012005,Male,10 to 14 years,1405,1405
60068,P012006,Male,15 to 17 years,998,998
60068,P012007,Male,18 and 19 years,433,433
60068,P012008,Male,20 years,158,158
60068,P012009,Male,21 years,156,156
60068,P012010,Male,22 to 24 years,529,529
60068,P012011,Male,25 to 29 years,712,712
60068,P012012,Male,30 to 34 years,637,637
60068,P012013,Male,35 to 39 years,898,898
60068,P012014,Male,40 to 44 years,1219,1219
60068,P012015,Male,45 to 49 years,1542,1542
60068,P012016,Male,50 to 54 years,1625,1625
60068,P012017,Male,55 to 59 years,1353,1353
60068,P012018,Male,60 and 61 years,502,502
60068,P012019,Male,62 to 64 years,616,616
60068,P012020,Male,65 and 66 years,310,310
60068,P012021,Male,67 to 69 years,430,430
60068,P012022,Male,70 to 74 years,632,632
60068,P012023,Male,75 to 79 years,561,561
60068,P012024,Male,80 to 84 years,483,483
60068,P012025,Male,85 years and over,436,436
60068,P012027,Female,Under 5 years,904,904
60068,P012028,Female,5 to 9 years,1242,1242
60068,P012029,Female,10 to 14 years,1392,1392
60068,P012030,Female,15 to 17 years,896,896
60068,P012031,Female,18 and 19 years,408,408
60068,P012032,Female,20 years,120,120
60068,P012033,Female,21 years,113,113
60068,P012034,Female,22 to 24 years,529,529
60068,P012035,Female,25 to 29 years,644,644
60068,P012036,Female,30 to 34 years,675,675
60068,P012037,Female,35 to 39 years,1045,1045
60068,P012038,Female,40 to 44 years,1435,1435
60068,P012039,Female,45 to 49 years,1706,1706
60068,P012040,Female,50 to 54 years,1741,1741
60068,P012041,Female,55 to 59 years,1481,1481
60068,P012042,Female,60 and 61 years,504,504
60068,P012043,Female,62 to 64 years,675,675
60068,P012044,Female,65 and 66 years,366,366
60068,P012045,Female,67 to 69 years,554,554
60068,P012046,Female,70 to 74 years,828,828
60068,P012047,Female,75 to 79 years,755,755
60068,P012048,Female,80 to 84 years,693,693
60068,P012049,Female,85 years and over,834,834
60070,P012003,Male,Under 5 years,582,582
60070,P012004,Male,5 to 9 years,529,529
60070,P012005,Male,10 to 14 years,490,490
60070,P012006,Male,15 to 17 years,263,263
60070,P012007,Male,18 and 19 years,148,148
60070,P012008,Male,20 years,101,101
60070,P012009,Male,21 years,104,104
60070,P012010,Male,22 to 24 years,308,308
60070,P012011,Male,25 to 29 years,695,695
60070,P012012,Male,30 to 34 years,668,668
60070,P012013,Male,35 to 39 years,522,522
60070,P012014,Male,40 to 44 years,532,532
60070,P012015,Male,45 to 49 years,551,551
60070,P012016,Male,50 to 54 years,610,610
60070,P012017,Male,55 to 59 years,528,528
60070,P012018,Male,60 and 61 years,180,180
60070,P012019,Male,62 to 64 years,224,224
60070,P012020,Male,65 and 66 years,111,111
60070,P012021,Male,67 to 69 years,202,202
60070,P012022,Male,70 to 74 years,201,201
60070,P012023,Male,75 to 79 years,168,168
60070,P012024,Male,80 to 84 years,152,152
60070,P012025,Male,85 years and over,115,115
60070,P012027,Female,Under 5 years,560,560
60070,P012028,Female,5 to 9 years,499,499
60070,P012029,Female,10 to 14 years,468,468
60070,P012030,Female,15 to 17 years,287,287
60070,P012031,Female,18 and 19 years,160,160
60070,P012032,Female,20 years,63,63
60070,P012033,Female,21 years,71,71
60070,P012034,Female,22 to 24 years,300,300
60070,P012035,Female,25 to 29 years,667,667
60070,P012036,Female,30 to 34 years,552,552
60070,P012037,Female,35 to 39 years,490,490
60070,P012038,Female,40 to 44 years,499,499
60070,P012039,Female,45 to 49 years,537,537
60070,P012040,Female,50 to 54 years,613,613
60070,P012041,Female,55 to 59 years,546,546
60070,P012042,Female,60 and 61 years,199,199
60070,P012043,Female,62 to 64 years,266,266
60070,P012044,Female,65 and 66 years,137,137
60070,P012045,Female,67 to 69 years,181,181
60070,P012046,Female,70 to 74 years,275,275
60070,P012047,Female,75 to 79 years,230,230
60070,P012048,Female,80 to 84 years,230,230
60070,P012049,Female,85 years and over,187,187
60074,P012003,Male,Under 5 years,1505,1501
60074,P012004,Male,5 to 9 years,1350,1340
60074,P012005,Male,10 to 14 years,1330,1317
60074,P012006,Male,15 to 17 years,799,794
60074,P012007,Male,18 and 19 years,454,452
60074,P012008,Male,20 years,186,185
60074,P012009,Male,21 years,243,242
60074,P012010,Male,22 to 24 years,904,899
60074,P012011,Male,25 to 29 years,1858,1853
60074,P012012,Male,30 to 34 years,1747,1741
60074,P012013,Male,35 to 39 years,1559,1556
60074,P012014,Male,40 to 44 years,1394,1389
60074,P012015,Male,45 to 49 years,1381,1372
60074,P012016,Male,50 to 54 years,1342,1330
60074,P012017,Male,55 to 59 years,1049,1042
60074,P012018,Male,60 and 61 years,360,356
60074,P012019,Male,62 to 64 years,426,425
60074,P012020,Male,65 and 66 years,208,208
60074,P012021,Male,67 to 69 years,308,308
60074,P012022,Male,70 to 74 years,407,404
60074,P012023,Male,75 to 79 years,327,325
60074,P012024,Male,80 to 84 years,187,184
60074,P012025,Male,85 years and over,138,136
60074,P012027,Female,Under 5 years,1473,1466
60074,P012028,Female,5 to 9 years,1384,1378
60074,P012029,Female,10 to 14 years,1256,1255
60074,P012030,Female,15 to 17 years,763,760
60074,P012031,Female,18 and 19 years,396,393
60074,P012032,Female,20 years,188,187
60074,P012033,Female,21 years,165,163
60074,P012034,Female,22 to 24 years,809,807
60074,P012035,Female,25 to 29 years,1681,1675
60074,P012036,Female,30 to 34 years,1565,1563
60074,P012037,Female,35 to 39 years,1445,1441
60074,P012038,Female,40 to 44 years,1393,1383
60074,P012039,Female,45 to 49 years,1447,1437
60074,P012040,Female,50 to 54 years,1403,1396
60074,P012041,Female,55 to 59 years,1100,1096
60074,P012042,Female,60 and 61 years,390,387
60074,P012043,Female,62 to 64 years,535,533
60074,P012044,Female,65 and 66 years,259,259
60074,P012045,Female,67 to 69 years,408,407
60074,P012046,Female,70 to 74 years,524,523
60074,P012047,Female,75 to 79 years,389,389
60074,P012048,Female,80 to 84 years,291,289
60074,P012049,Female,85 years and over,259,257
60076,P012003,Male,Under 5 years,926,926
60076,P012004,Male,5 to 9 years,1023,1023
60076,P012005,Male,10 to 14 years,1148,1148
60076,P012006,Male,15 to 17 years,777,777
60076,P012007,Male,18 and 19 years,399,399
60076,P012008,Male,20 years,159,159
60076,P012009,Male,21 years,174,174
60076,P012010,Male,22 to 24 years,625,625
60076,P012011,Male,25 to 29 years,889,889
60076,P012012,Male,30 to 34 years,841,841
60076,P012013,Male,35 to 39 years,885,885
60076,P012014,Male,40 to 44 years,979,979
60076,P012015,Male,45 to 49 years,1107,1107
60076,P012016,Male,50 to 54 years,1316,1316
60076,P012017,Male,55 to 59 years,1328,1328
60076,P012018,Male,60 and 61 years,512,512
60076,P012019,Male,62 to 64 years,626,626
60076,P012020,Male,65 and 66 years,287,287
60076,P012021,Male,67 to 69 years,397,397
60076,P012022,Male,70 to 74 years,494,494
60076,P012023,Male,75 to 79 years,395,395
60076,P012024,Male,80 to 84 years,387,387
60076,P012025,Male,85 years and over,347,347
60076,P012027,Female,Under 5 years,884,884
60076,P012028,Female,5 to 9 years,979,979
60076,P012029,Female,10 to 14 years,1125,1125
60076,P012030,Female,15 to 17 years,699,699
60076,P012031,Female,18 and 19 years,402,402
60076,P012032,Female,20 years,174,174
60076,P012033,Female,21 years,161,161
60076,P012034,Female,22 to 24 years,571,571
60076,P012035,Female,25 to 29 years,894,894
60076,P012036,Female,30 to 34 years,871,871
60076,P012037,Female,35 to 39 years,993,993
60076,P012038,Female,40 to 44 years,1155,1155
60076,P012039,Female,45 to 49 years,1230,1230
60076,P012040,Female,50 to 54 years,1437,1437
60076,P012041,Female,55 to 59 years,1455,1455
60076,P012042,Female,60 and 61 years,492,492
60076,P012043,Female,62 to 64 years,673,673
60076,P012044,Female,65 and 66 years,325,325
60076,P012045,Female,67 to 69 years,458,458
60076,P012046,Female,70 to 74 years,658,658
60076,P012047,Female,75 to 79 years,550,550
60076,P012048,Female,80 to 84 years,530,530
60076,P012049,Female,85 years and over,678,678
60077,P012003,Male,Under 5 years,707,707
60077,P012004,Male,5 to 9 years,704,704
60077,P012005,Male,10 to 14 years,825,825
60077,P012006,Male,15 to 17 years,528,528
60077,P012007,Male,18 and 19 years,309,309
60077,P012008,Male,20 years,136,136
60077,P012009,Male,21 years,159,159
60077,P012010,Male,22 to 24 years,499,499
60077,P012011,Male,25 to 29 years,869,869
60077,P012012,Male,30 to 34 years,857,857
60077,P012013,Male,35 to 39 years,740,740
60077,P012014,Male,40 to 44 years,793,793
60077,P012015,Male,45 to 49 years,857,857
60077,P012016,Male,50 to 54 years,950,950
60077,P012017,Male,55 to 59 years,903,903
60077,P012018,Male,60 and 61 years,331,331
60077,P012019,Male,62 to 64 years,418,418
60077,P012020,Male,65 and 66 years,233,233
60077,P012021,Male,67 to 69 years,289,289
60077,P012022,Male,70 to 74 years,480,480
60077,P012023,Male,75 to 79 years,347,347
60077,P012024,Male,80 to 84 years,329,329
60077,P012025,Male,85 years and over,304,304
60077,P012027,Female,Under 5 years,654,654
60077,P012028,Female,5 to 9 years,698,698
60077,P012029,Female,10 to 14 years,780,780
60077,P012030,Female,15 to 17 years,482,482
60077,P012031,Female,18 and 19 years,307,307
60077,P012032,Female,20 years,146,146
60077,P012033,Female,21 years,165,165
60077,P012034,Female,22 to 24 years,468,468
60077,P012035,Female,25 to 29 years,886,886
60077,P012036,Female,30 to 34 years,873,873
60077,P012037,Female,35 to 39 years,829,829
60077,P012038,Female,40 to 44 years,915,915
60077,P012039,Female,45 to 49 years,1037,1037
60077,P012040,Female,50 to 54 years,1064,1064
60077,P012041,Female,55 to 59 years,1029,1029
60077,P012042,Female,60 and 61 years,396,396
60077,P012043,Female,62 to 64 years,521,521
60077,P012044,Female,65 and 66 years,260,260
60077,P012045,Female,67 to 69 years,395,395
60077,P012046,Female,70 to 74 years,636,636
60077,P012047,Female,75 to 79 years,543,543
60077,P012048,Female,80 to 84 years,567,567
60077,P012049,Female,85 years and over,607,607
60089,P012003,Male,Under 5 years,1046,327
60089,P012004,Male,5 to 9 years,1310,333
60089,P012005,Male,10 to 14 years,1573,423
60089,P012006,Male,15 to 17 years,1082,273
60089,P012007,Male,18 and 19 years,434,152
60089,P012008,Male,20 years,154,65
60089,P012009,Male,21 years,173,73
60089,P012010,Male,22 to 24 years,625,214
60089,P012011,Male,25 to 29 years,999,376
60089,P012012,Male,30 to 34 years,1061,395
60089,P012013,Male,35 to 39 years,1366,440
60089,P012014,Male,40 to 44 years,1569,489
60089,P012015,Male,45 to 49 years,1854,560
60089,P012016,Male,50 to 54 years,1917,542
60089,P012017,Male,55 to 59 years,1646,505
60089,P012018,Male,60 and 61 years,556,193
60089,P012019,Male,62 to 64 years,652,222
60089,P012020,Male,65 and 66 years,332,122
60089,P012021,Male,67 to 69 years,374,158
60089,P012022,Male,70 to 74 years,460,207
60089,P012023,Male,75 to 79 years,367,200
60089,P012024,Male,80 to 84 years,291,164
60089,P012025,Male,85 years and over,251,104
60089,P012027,Female,Under 5 years,962,306
60089,P012028,Female,5 to 9 years,1309,365
60089,P012029,Female,10 to 14 years,1482,357
60089,P012030,Female,15 to 17 years,1055,273
60089,P012031,Female,18 and 19 years,394,139
60089,P012032,Female,20 years,152,68
60089,P012033,Female,21 years,156,58
60089,P012034,Female,22 to 24 years,574,205
60089,P012035,Female,25 to 29 years,954,352
60089,P012036,Female,30 to 34 years,1178,418
60089,P012037,Female,35 to 39 years,1481,459
60089,P012038,Female,40 to 44 years,1634,479
60089,P012039,Female,45 to 49 years,2060,553
60089,P012040,Female,50 to 54 years,2183,634
60089,P012041,Female,55 to 59 years,1739,556
60089,P012042,Female,60 and 61 years,533,209
60089,P012043,Female,62 to 64 years,733,292
60089,P012044,Female,65 and 66 years,323,135
60089,P012045,Female,67 to 69 years,453,208
