census_name,clean_name,census_place_code,variable,sex,age,estimate
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012008,Male,20 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012009,Male,21 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012010,Male,22 to 24 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012011,Male,25 to 29 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012012,Male,30 to 34 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012013,Male,35 to 39 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012014,Male,40 to 44 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012015,Male,45 to 49 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012016,Male,50 to 54 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012017,Male,55 to 59 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012018,Male,60 and 61 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012019,Male,62 to 64 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012020,Male,65 and 66 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012021,Male,67 to 69 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012022,Male,70 to 74 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012023,Male,75 to 79 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012024,Male,80 to 84 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012025,Male,85 years and over,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012027,Female,Under 5 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012028,Female,5 to 9 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012029,Female,10 to 14 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012030,Female,15 to 17 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012031,Female,18 and 19 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012032,Female,20 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012033,Female,21 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012034,Female,22 to 24 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012035,Female,25 to 29 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012036,Female,30 to 34 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012037,Female,35 to 39 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012038,Female,40 to 44 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012039,Female,45 to 49 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012040,Female,50 to 54 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012041,Female,55 to 59 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012042,Female,60 and 61 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012043,Female,62 to 64 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012044,Female,65 and 66 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012045,Female,67 to 69 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012046,Female,70 to 74 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012047,Female,75 to 79 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012048,Female,80 to 84 years,0
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,P012049,Female,85 years and over,0
"Berkeley village, Illinois",Berkeley,05404,P012003,Male,Under 5 years,139
"Berkeley village, Illinois",Berkeley,05404,P012004,Male,5 to 9 years,177
"Berkeley village, Illinois",Berkeley,05404,P012005,Male,10 to 14 years,218
"Berkeley village, Illinois",Berkeley,05404,P012006,Male,15 to 17 years,137
"Berkeley village, Illinois",Berkeley,05404,P012007,Male,18 and 19 years,76
"Berkeley village, Illinois",Berkeley,05404,P012008,Male,20 years,28
"Berkeley village, Illinois",Berkeley,05404,P012009,Male,21 years,27
"Berkeley village, Illinois",Berkeley,05404,P012010,Male,22 to 24 years,91
"Berkeley village, Illinois",Berkeley,05404,P012011,Male,25 to 29 years,160
"Berkeley village, Illinois",Berkeley,05404,P012012,Male,30 to 34 years,171
"Berkeley village, Illinois",Berkeley,05404,P012013,Male,35 to 39 years,171
"Berkeley village, Illinois",Berkeley,05404,P012014,Male,40 to 44 years,177
"Berkeley village, Illinois",Berkeley,05404,P012015,Male,45 to 49 years,194
"Berkeley village, Illinois",Berkeley,05404,P012016,Male,50 to 54 years,212
"Berkeley village, Illinois",Berkeley,05404,P012017,Male,55 to 59 years,190
"Berkeley village, Illinois",Berkeley,05404,P012018,Male,60 and 61 years,60
"Berkeley village, Illinois",Berkeley,05404,P012019,Male,62 to 64 years,79
"Berkeley village, Illinois",Berkeley,05404,P012020,Male,65 and 66 years,39
"Berkeley village, Illinois",Berkeley,05404,P012021,Male,67 to 69 years,51
"Berkeley village, Illinois",Berkeley,05404,P012022,Male,70 to 74 years,51
"Berkeley village, Illinois",Berkeley,05404,P012023,Male,75 to 79 years,39
"Berkeley village, Illinois",Berkeley,05404,P012024,Male,80 to 84 years,48
"Berkeley village, Illinois",Berkeley,05404,P012025,Male,85 years and over,40
"Berkeley village, Illinois",Berkeley,05404,P012027,Female,Under 5 years,151
"Berkeley village, Illinois",Berkeley,05404,P012028,Female,5 to 9 years,187
"Berkeley village, Illinois",Berkeley,05404,P012029,Female,10 to 14 years,165
"Berkeley village, Illinois",Berkeley,05404,P012030,Female,15 to 17 years,118
"Berkeley village, Illinois",Berkeley,05404,P012031,Female,18 and 19 years,56
"Berkeley village, Illinois",Berkeley,05404,P012032,Female,20 years,25
"Berkeley village, Illinois",Berkeley,05404,P012033,Female,21 years,39
"Berkeley village, Illinois",Berkeley,05404,P012034,Female,22 to 24 years,80
"Berkeley village, Illinois",Berkeley,05404,P012035,Female,25 to 29 years,146
"Berkeley village, Illinois",Berkeley,05404,P012036,Female,30 to 34 years,166
"Berkeley village, Illinois",Berkeley,05404,P012037,Female,35 to 39 years,176
"Berkeley village, Illinois",Berkeley,05404,P012038,Female,40 to 44 years,197
"Berkeley village, Illinois",Berkeley,05404,P012039,Female,45 to 49 years,224
"Berkeley village, Illinois",Berkeley,05404,P012040,Female,50 to 54 years,214
"Berkeley village, Illinois",Berkeley,05404,P012041,Female,55 to 59 years,189
"Berkeley village, Illinois",Berkeley,05404,P012042,Female,60 and 61 years,70
"Berkeley village, Illinois",Berkeley,05404,P012043,Female,62 to 64 years,77
"Berkeley village, Illinois",Berkeley,05404,P012044,Female,65 and 66 years,41
"Berkeley village, Illinois",Berkeley,05404,P012045,Female,67 to 69 years,53
"Berkeley village, Illinois",Berkeley,05404,P012046,Female,70 to 74 years,77
"Berkeley village, Illinois",Berkeley,05404,P012047,Female,75 to 79 years,63
"Berkeley village, Illinois",Berkeley,05404,P012048,Female,80 to 84 years,55
"Berkeley village, Illinois",Berkeley,05404,P012049,Female,85 years and over,65
"Berwyn city, Illinois",Berwyn,05573,P012003,Male,Under 5 years,2351
"Berwyn city, Illinois",Berwyn,05573,P012004,Male,5 to 9 years,2242
"Berwyn city, Illinois",Berwyn,05573,P012005,Male,10 to 14 years,2220
"Berwyn city, Illinois",Berwyn,05573,P012006,Male,15 to 17 years,1306
"Berwyn city, Illinois",Berwyn,05573,P012007,Male,18 and 19 years,873
"Berwyn city, Illinois",Berwyn,05573,P012008,Male,20 years,392
"Berwyn city, Illinois",Berwyn,05573,P012009,Male,21 years,398
"Berwyn city, Illinois",Berwyn,05573,P012010,Male,22 to 24 years,1244
"Berwyn city, Illinois",Berwyn,05573,P012011,Male,25 to 29 years,2123
"Berwyn city, Illinois",Berwyn,05573,P012012,Male,30 to 34 years,2180
"Berwyn city, Illinois",Berwyn,05573,P012013,Male,35 to 39 years,2288
"Berwyn city, Illinois",Berwyn,05573,P012014,Male,40 to 44 years,2022
"Berwyn city, Illinois",Berwyn,05573,P012015,Male,45 to 49 years,1891
"Berwyn city, Illinois",Berwyn,05573,P012016,Male,50 to 54 years,1755
"Berwyn city, Illinois",Berwyn,05573,P012017,Male,55 to 59 years,1464
"Berwyn city, Illinois",Berwyn,05573,P012018,Male,60 and 61 years,499
"Berwyn city, Illinois",Berwyn,05573,P012019,Male,62 to 64 years,626
"Berwyn city, Illinois",Berwyn,05573,P012020,Male,65 and 66 years,327
"Berwyn city, Illinois",Berwyn,05573,P012021,Male,67 to 69 years,430
"Berwyn city, Illinois",Berwyn,05573,P012022,Male,70 to 74 years,463
"Berwyn city, Illinois",Berwyn,05573,P012023,Male,75 to 79 years,399
"Berwyn city, Illinois",Berwyn,05573,P012024,Male,80 to 84 years,307
"Berwyn city, Illinois",Berwyn,05573,P012025,Male,85 years and over,252
"Berwyn city, Illinois",Berwyn,05573,P012027,Female,Under 5 years,2198
"Berwyn city, Illinois",Berwyn,05573,P012028,Female,5 to 9 years,2099
"Berwyn city, Illinois",Berwyn,05573,P012029,Female,10 to 14 years,2071
"Berwyn city, Illinois",Berwyn,05573,P012030,Female,15 to 17 years,1276
"Berwyn city, Illinois",Berwyn,05573,P012031,Female,18 and 19 years,775
"Berwyn city, Illinois",Berwyn,05573,P012032,Female,20 years,403
"Berwyn city, Illinois",Berwyn,05573,P012033,Female,21 years,354
"Berwyn city, Illinois",Berwyn,05573,P012034,Female,22 to 24 years,1186
"Berwyn city, Illinois",Berwyn,05573,P012035,Female,25 to 29 years,2221
"Berwyn city, Illinois",Berwyn,05573,P012036,Female,30 to 34 years,2266
"Berwyn city, Illinois",Berwyn,05573,P012037,Female,35 to 39 years,2250
"Berwyn city, Illinois",Berwyn,05573,P012038,Female,40 to 44 years,1937
"Berwyn city, Illinois",Berwyn,05573,P012039,Female,45 to 49 years,1851
"Berwyn city, Illinois",Berwyn,05573,P012040,Female,50 to 54 years,1767
"Berwyn city, Illinois",Berwyn,05573,P012041,Female,55 to 59 years,1532
"Berwyn city, Illinois",Berwyn,05573,P012042,Female,60 and 61 years,583
"Berwyn city, Illinois",Berwyn,05573,P012043,Female,62 to 64 years,706
"Berwyn city, Illinois",Berwyn,05573,P012044,Female,65 and 66 years,359
"Berwyn city, Illinois",Berwyn,05573,P012045,Female,67 to 69 years,519
"Berwyn city, Illinois",Berwyn,05573,P012046,Female,70 to 74 years,677
"Berwyn city, Illinois",Berwyn,05573,P012047,Female,75 to 79 years,521
"Berwyn city, Illinois",Berwyn,05573,P012048,Female,80 to 84 years,466
"Berwyn city, Illinois",Berwyn,05573,P012049,Female,85 years and over,588
"Blue Island city, Illinois",Blue Island,06704,P012003,Male,Under 5 years,1046
"Blue Island city, Illinois",Blue Island,06704,P012004,Male,5 to 9 years,1046
"Blue Island city, Illinois",Blue Island,06704,P012005,Male,10 to 14 years,954
"Blue Island city, Illinois",Blue Island,06704,P012006,Male,15 to 17 years,614
"Blue Island city, Illinois",Blue Island,06704,P012007,Male,18 and 19 years,364
"Blue Island city, Illinois",Blue Island,06704,P012008,Male,20 years,190
"Blue Island city, Illinois",Blue Island,06704,P012009,Male,21 years,182
"Blue Island city, Illinois",Blue Island,06704,P012010,Male,22 to 24 years,558
"Blue Island city, Illinois",Blue Island,06704,P012011,Male,25 to 29 years,881
"Blue Island city, Illinois",Blue Island,06704,P012012,Male,30 to 34 years,848
"Blue Island city, Illinois",Blue Island,06704,P012013,Male,35 to 39 years,821
"Blue Island city, Illinois",Blue Island,06704,P012014,Male,40 to 44 years,749
"Blue Island city, Illinois",Blue Island,06704,P012015,Male,45 to 49 years,776
"Blue Island city, Illinois",Blue Island,06704,P012016,Male,50 to 54 years,723
"Blue Island city, Illinois",Blue Island,06704,P012017,Male,55 to 59 years,618
"Blue Island city, Illinois",Blue Island,06704,P012018,Male,60 and 61 years,176
"Blue Island city, Illinois",Blue Island,06704,P012019,Male,62 to 64 years,208
"Blue Island city, Illinois",Blue Island,06704,P012020,Male,65 and 66 years,119
"Blue Island city, Illinois",Blue Island,06704,P012021,Male,67 to 69 years,173
"Blue Island city, Illinois",Blue Island,06704,P012022,Male,70 to 74 years,191
"Blue Island city, Illinois",Blue Island,06704,P012023,Male,75 to 79 years,159
"Blue Island city, Illinois",Blue Island,06704,P012024,Male,80 to 84 years,118
"Blue Island city, Illinois",Blue Island,06704,P012025,Male,85 years and over,103
"Blue Island city, Illinois",Blue Island,06704,P012027,Female,Under 5 years,944
"Blue Island city, Illinois",Blue Island,06704,P012028,Female,5 to 9 years,951
"Blue Island city, Illinois",Blue Island,06704,P012029,Female,10 to 14 years,940
"Blue Island city, Illinois",Blue Island,06704,P012030,Female,15 to 17 years,574
"Blue Island city, Illinois",Blue Island,06704,P012031,Female,18 and 19 years,374
"Blue Island city, Illinois",Blue Island,06704,P012032,Female,20 years,164
"Blue Island city, Illinois",Blue Island,06704,P012033,Female,21 years,167
"Blue Island city, Illinois",Blue Island,06704,P012034,Female,22 to 24 years,549
"Blue Island city, Illinois",Blue Island,06704,P012035,Female,25 to 29 years,916
"Blue Island city, Illinois",Blue Island,06704,P012036,Female,30 to 34 years,851
"Blue Island city, Illinois",Blue Island,06704,P012037,Female,35 to 39 years,820
"Blue Island city, Illinois",Blue Island,06704,P012038,Female,40 to 44 years,835
"Blue Island city, Illinois",Blue Island,06704,P012039,Female,45 to 49 years,897
"Blue Island city, Illinois",Blue Island,06704,P012040,Female,50 to 54 years,856
"Blue Island city, Illinois",Blue Island,06704,P012041,Female,55 to 59 years,627
"Blue Island city, Illinois",Blue Island,06704,P012042,Female,60 and 61 years,214
"Blue Island city, Illinois",Blue Island,06704,P012043,Female,62 to 64 years,268
"Blue Island city, Illinois",Blue Island,06704,P012044,Female,65 and 66 years,155
"Blue Island city, Illinois",Blue Island,06704,P012045,Female,67 to 69 years,176
"Blue Island city, Illinois",Blue Island,06704,P012046,Female,70 to 74 years,258
"Blue Island city, Illinois",Blue Island,06704,P012047,Female,75 to 79 years,198
"Blue Island city, Illinois",Blue Island,06704,P012048,Female,80 to 84 years,160
"Blue Island city, Illinois",Blue Island,06704,P012049,Female,85 years and over,195
"Bridgeview village, Illinois",Bridgeview,08225,P012003,Male,Under 5 years,615
"Bridgeview village, Illinois",Bridgeview,08225,P012004,Male,5 to 9 years,603
"Bridgeview village, Illinois",Bridgeview,08225,P012005,Male,10 to 14 years,540
"Bridgeview village, Illinois",Bridgeview,08225,P012006,Male,15 to 17 years,367
"Bridgeview village, Illinois",Bridgeview,08225,P012007,Male,18 and 19 years,215
"Bridgeview village, Illinois",Bridgeview,08225,P012008,Male,20 years,125
"Bridgeview village, Illinois",Bridgeview,08225,P012009,Male,21 years,111
"Bridgeview village, Illinois",Bridgeview,08225,P012010,Male,22 to 24 years,344
"Bridgeview village, Illinois",Bridgeview,08225,P012011,Male,25 to 29 years,584
"Bridgeview village, Illinois",Bridgeview,08225,P012012,Male,30 to 34 years,592
