geoid_zcta,variable,sex,age,total_pop,pop_in_cook
60130,P12_031N,Female,18 and 19 years,90,90
60130,P12_032N,Female,20 years,54,54
60130,P12_033N,Female,21 years,64,64
60130,P12_034N,Female,22 to 24 years,266,266
60130,P12_035N,Female,25 to 29 years,785,785
60130,P12_036N,Female,30 to 34 years,731,731
60130,P12_037N,Female,35 to 39 years,597,597
60130,P12_038N,Female,40 to 44 years,468,468
60130,P12_039N,Female,45 to 49 years,432,432
60130,P12_040N,Female,50 to 54 years,512,512
60130,P12_041N,Female,55 to 59 years,607,607
60130,P12_042N,Female,60 and 61 years,278,278
60130,P12_043N,Female,62 to 64 years,362,362
60130,P12_044N,Female,65 and 66 years,211,211
60130,P12_045N,Female,67 to 69 years,302,302
60130,P12_046N,Female,70 to 74 years,404,404
60130,P12_047N,Female,75 to 79 years,231,231
60130,P12_048N,Female,80 to 84 years,141,141
60130,P12_049N,Female,85 years and over,149,149
60131,P12_003N,Male,Under 5 years,448,448
60131,P12_004N,Male,5 to 9 years,548,548
60131,P12_005N,Male,10 to 14 years,683,683
60131,P12_006N,Male,15 to 17 years,384,384
60131,P12_007N,Male,18 and 19 years,243,243
60131,P12_008N,Male,20 years,137,137
60131,P12_009N,Male,21 years,119,119
60131,P12_010N,Male,22 to 24 years,344,344
60131,P12_011N,Male,25 to 29 years,577,577
60131,P12_012N,Male,30 to 34 years,626,626
60131,P12_013N,Male,35 to 39 years,700,700
60131,P12_014N,Male,40 to 44 years,649,649
60131,P12_015N,Male,45 to 49 years,625,625
60131,P12_016N,Male,50 to 54 years,648,648
60131,P12_017N,Male,55 to 59 years,608,608
60131,P12_018N,Male,60 and 61 years,260,260
60131,P12_019N,Male,62 to 64 years,314,314
60131,P12_020N,Male,65 and 66 years,223,223
60131,P12_021N,Male,67 to 69 years,261,261
60131,P12_022N,Male,70 to 74 years,316,316
60131,P12_023N,Male,75 to 79 years,195,195
60131,P12_024N,Male,80 to 84 years,118,118
60131,P12_025N,Male,85 years and over,118,118
60131,P12_027N,Female,Under 5 years,458,458
60131,P12_028N,Female,5 to 9 years,493,493
60131,P12_029N,Female,10 to 14 years,613,613
60131,P12_030N,Female,15 to 17 years,375,375
60131,P12_031N,Female,18 and 19 years,222,222
60131,P12_032N,Female,20 years,97,97
60131,P12_033N,Female,21 years,117,117
60131,P12_034N,Female,22 to 24 years,359,359
60131,P12_035N,Female,25 to 29 years,534,534
60131,P12_036N,Female,30 to 34 years,574,574
60131,P12_037N,Female,35 to 39 years,640,640
60131,P12_038N,Female,40 to 44 years,669,669
60131,P12_039N,Female,45 to 49 years,623,623
60131,P12_040N,Female,50 to 54 years,607,607
60131,P12_041N,Female,55 to 59 years,606,606
60131,P12_042N,Female,60 and 61 years,259,259
60131,P12_043N,Female,62 to 64 years,378,378
60131,P12_044N,Female,65 and 66 years,202,202
60131,P12_045N,Female,67 to 69 years,285,285
60131,P12_046N,Female,70 to 74 years,344,344
60131,P12_047N,Female,75 to 79 years,232,232
60131,P12_048N,Female,80 to 84 years,190,190
60131,P12_049N,Female,85 years and over,184,184
60133,P12_003N,Male,Under 5 years,1125,642
60133,P12_004N,Male,5 to 9 years,1297,741
60133,P12_005N,Male,10 to 14 years,1493,890
60133,P12_006N,Male,15 to 17 years,976,543
60133,P12_007N,Male,18 and 19 years,592,301
60133,P12_008N,Male,20 years,260,152
60133,P12_009N,Male,21 years,317,174
60133,P12_010N,Male,22 to 24 years,811,425
60133,P12_011N,Male,25 to 29 years,1421,758
60133,P12_012N,Male,30 to 34 years,1387,755
60133,P12_013N,Male,35 to 39 years,1316,756
60133,P12_014N,Male,40 to 44 years,1263,693
60133,P12_015N,Male,45 to 49 years,1233,664
60133,P12_016N,Male,50 to 54 years,1202,659
60133,P12_017N,Male,55 to 59 years,1158,586
60133,P12_018N,Male,60 and 61 years,431,214
60133,P12_019N,Male,62 to 64 years,652,301
60133,P12_020N,Male,65 and 66 years,356,168
60133,P12_021N,Male,67 to 69 years,459,214
60133,P12_022N,Male,70 to 74 years,518,257
60133,P12_023N,Male,75 to 79 years,274,145
60133,P12_024N,Male,80 to 84 years,138,82
60133,P12_025N,Male,85 years and over,120,70
60133,P12_027N,Female,Under 5 years,1148,656
60133,P12_028N,Female,5 to 9 years,1233,704
60133,P12_029N,Female,10 to 14 years,1384,773
60133,P12_030N,Female,15 to 17 years,865,482
60133,P12_031N,Female,18 and 19 years,556,298
60133,P12_032N,Female,20 years,301,169
60133,P12_033N,Female,21 years,250,119
60133,P12_034N,Female,22 to 24 years,755,394
60133,P12_035N,Female,25 to 29 years,1244,683
60133,P12_036N,Female,30 to 34 years,1320,662
60133,P12_037N,Female,35 to 39 years,1354,762
60133,P12_038N,Female,40 to 44 years,1319,695
60133,P12_039N,Female,45 to 49 years,1260,685
60133,P12_040N,Female,50 to 54 years,1258,657
60133,P12_041N,Female,55 to 59 years,1209,580
60133,P12_042N,Female,60 and 61 years,502,227
60133,P12_043N,Female,62 to 64 years,622,276
60133,P12_044N,Female,65 and 66 years,400,183
60133,P12_045N,Female,67 to 69 years,436,226
60133,P12_046N,Female,70 to 74 years,566,297
60133,P12_047N,Female,75 to 79 years,337,184
60133,P12_048N,Female,80 to 84 years,211,117
60133,P12_049N,Female,85 years and over,165,91
60141,P12_003N,Male,Under 5 years,4,4
60141,P12_004N,Male,5 to 9 years,3,3
60141,P12_005N,Male,10 to 14 years,1,1
60141,P12_006N,Male,15 to 17 years,2,2
60141,P12_007N,Male,18 and 19 years,0,0
60141,P12_008N,Male,20 years,1,1
60141,P12_009N,Male,21 years,0,0
60141,P12_010N,Male,22 to 24 years,0,0
60141,P12_011N,Male,25 to 29 years,0,0
60141,P12_012N,Male,30 to 34 years,2,2
60141,P12_013N,Male,35 to 39 years,0,0
60141,P12_014N,Male,40 to 44 years,5,5
60141,P12_015N,Male,45 to 49 years,5,5
60141,P12_016N,Male,50 to 54 years,4,4
60141,P12_017N,Male,55 to 59 years,2,2
60141,P12_018N,Male,60 and 61 years,4,4
60141,P12_019N,Male,62 to 64 years,4,4
60141,P12_020N,Male,65 and 66 years,8,8
60141,P12_021N,Male,67 to 69 years,4,4
60141,P12_022N,Male,70 to 74 years,19,19
60141,P12_023N,Male,75 to 79 years,9,9
60141,P12_024N,Male,80 to 84 years,5,5
60141,P12_025N,Male,85 years and over,6,6
60141,P12_027N,Female,Under 5 years,1,1
60141,P12_028N,Female,5 to 9 years,1,1
60141,P12_029N,Female,10 to 14 years,3,3
60141,P12_030N,Female,15 to 17 years,3,3
60141,P12_031N,Female,18 and 19 years,0,0
60141,P12_032N,Female,20 years,0,0
60141,P12_033N,Female,21 years,1,1
60141,P12_034N,Female,22 to 24 years,1,1
60141,P12_035N,Female,25 to 29 years,1,1
60141,P12_036N,Female,30 to 34 years,1,1
60141,P12_037N,Female,35 to 39 years,2,2
60141,P12_038N,Female,40 to 44 years,3,3
60141,P12_039N,Female,45 to 49 years,0,0
60141,P12_040N,Female,50 to 54 years,2,2
60141,P12_041N,Female,55 to 59 years,1,1
60141,P12_042N,Female,60 and 61 years,2,2
60141,P12_043N,Female,62 to 64 years,4,4
60141,P12_044N,Female,65 and 66 years,0,0
60141,P12_045N,Female,67 to 69 years,0,0
60141,P12_046N,Female,70 to 74 years,4,4
60141,P12_047N,Female,75 to 79 years,5,5
60141,P12_048N,Female,80 to 84 years,0,0
60141,P12_049N,Female,85 years and over,8,8
60153,P12_003N,Male,Under 5 years,714,714
60153,P12_004N,Male,5 to 9 years,785,785
60153,P12_005N,Male,10 to 14 years,874,874
60153,P12_006N,Male,15 to 17 years,582,582
60153,P12_007N,Male,18 and 19 years,336,336
60153,P12_008N,Male,20 years,170,170
60153,P12_009N,Male,21 years,179,179
60153,P12_010N,Male,22 to 24 years,529,529
60153,P12_011N,Male,25 to 29 years,844,844
60153,P12_012N,Male,30 to 34 years,742,742
60153,P12_013N,Male,35 to 39 years,697,697
60153,P12_014N,Male,40 to 44 years,760,760
60153,P12_015N,Male,45 to 49 years,756,756
60153,P12_016N,Male,50 to 54 years,608,608
60153,P12_017N,Male,55 to 59 years,681,681
60153,P12_018N,Male,60 and 61 years,258,258
60153,P12_019N,Male,62 to 64 years,351,351
60153,P12_020N,Male,65 and 66 years,201,201
60153,P12_021N,Male,67 to 69 years,264,264
60153,P12_022N,Male,70 to 74 years,355,355
60153,P12_023N,Male,75 to 79 years,260,260
60153,P12_024N,Male,80 to 84 years,165,165
60153,P12_025N,Male,85 years and over,120,120
60153,P12_027N,Female,Under 5 years,678,678
60153,P12_028N,Female,5 to 9 years,819,819
60153,P12_029N,Female,10 to 14 years,826,826
60153,P12_030N,Female,15 to 17 years,532,532
60153,P12_031N,Female,18 and 19 years,354,354
60153,P12_032N,Female,20 years,165,165
60153,P12_033N,Female,21 years,222,222
60153,P12_034N,Female,22 to 24 years,453,453
60153,P12_035N,Female,25 to 29 years,861,861
60153,P12_036N,Female,30 to 34 years,751,751
60153,P12_037N,Female,35 to 39 years,781,781
60153,P12_038N,Female,40 to 44 years,830,830
60153,P12_039N,Female,45 to 49 years,787,787
60153,P12_040N,Female,50 to 54 years,746,746
60153,P12_041N,Female,55 to 59 years,743,743
60153,P12_042N,Female,60 and 61 years,296,296
60153,P12_043N,Female,62 to 64 years,422,422
60153,P12_044N,Female,65 and 66 years,255,255
60153,P12_045N,Female,67 to 69 years,386,386
60153,P12_046N,Female,70 to 74 years,499,499
60153,P12_047N,Female,75 to 79 years,372,372
60153,P12_048N,Female,80 to 84 years,255,255
60153,P12_049N,Female,85 years and over,248,248
60154,P12_003N,Male,Under 5 years,394,394
60154,P12_004N,Male,5 to 9 years,429,429
60154,P12_005N,Male,10 to 14 years,415,415
60154,P12_006N,Male,15 to 17 years,257,257
60154,P12_007N,Male,18 and 19 years,159,159
60154,P12_008N,Male,20 years,73,73
60154,P12_009N,Male,21 years,79,79
60154,P12_010N,Male,22 to 24 years,267,267
60154,P12_011N,Male,25 to 29 years,387,387
60154,P12_012N,Male,30 to 34 years,478,478
60154,P12_013N,Male,35 to 39 years,513,513
60154,P12_014N,Male,40 to 44 years,477,477
60154,P12_015N,Male,45 to 49 years,528,528
60154,P12_016N,Male,50 to 54 years,557,557
60154,P12_017N,Male,55 to 59 years,607,607
60154,P12_018N,Male,60 and 61 years,299,299
60154,P12_019N,Male,62 to 64 years,371,371
60154,P12_020N,Male,65 and 66 years,237,237
60154,P12_021N,Male,67 to 69 years,311,311
60154,P12_022N,Male,70 to 74 years,480,480
60154,P12_023N,Male,75 to 79 years,306,306
60154,P12_024N,Male,80 to 84 years,183,183
60154,P12_025N,Male,85 years and over,218,218
60154,P12_027N,Female,Under 5 years,343,343
60154,P12_028N,Female,5 to 9 years,380,380
60154,P12_029N,Female,10 to 14 years,413,413
60154,P12_030N,Female,15 to 17 years,242,242
60154,P12_031N,Female,18 and 19 years,131,131
60154,P12_032N,Female,20 years,73,73
60154,P12_033N,Female,21 years,90,90
60154,P12_034N,Female,22 to 24 years,192,192
60154,P12_035N,Female,25 to 29 years,389,389
60154,P12_036N,Female,30 to 34 years,521,521
60154,P12_037N,Female,35 to 39 years,552,552
60154,P12_038N,Female,40 to 44 years,511,511
60154,P12_039N,Female,45 to 49 years,559,559
